"悪戯する",いたずらする,"自動詞・サ変動詞","","恶作剧,淘气","子供が壁にいたずら書きをした。","孩子在墙上涂鸦了。"
"噂をする",うわさをする,"他動詞・サ変動詞","","谈论,说闲话","人の噂をするのはよくない。","说别人闲话不好。"
"影響する",えいきょうする,"自動詞・サ変動詞","","影响","親の行動は子供に大きく影響する。","父母的行为对孩子有很大影响。"
"解決する",かいけつする,"他動詞・サ変動詞","","解决","この問題を解決するために、みんなで話し合った。","为了解决这个问题，大家一起商量了。"
"開始する",かいしする,"他動詞・サ変動詞","","开始","新しいプロジェクトを開始する。","开始新项目。"
"外出する",がいしゅつする,"自動詞・サ変動詞","","外出","今日は一日中、外出する予定だ。","今天计划外出一整天。"
"回復する",かいふくする,"自動詞・サ変動詞","","恢复,康复","彼の体調は順調に回復している。","他的身体状况正在顺利恢复。"
"拡大する",かくだいする,"自動詞・サ変動詞","","扩大","事業を拡大するために、新しい支店を開いた。","为了扩大业务，开了新的分店。"
"確認する",かくにんする,"他動詞・サ変動詞","","确认","出発の前に、持ち物を確認してください。","出发前，请确认随身物品。"
"活動する",かつどうする,"自動詞・サ変動詞","","活动","彼は環境保護のために活動している。","他为了保护环境而活动。"
"我慢する",がまんする,"他動詞・サ変動詞","","忍耐,忍受","痛みを我慢できずに、薬を飲んだ。","没能忍住疼痛，吃了药。"
"完成する",かんせいする,"自動詞・サ変動詞","","完成","長い時間をかけて、ついに絵が完成した。","花了很长时间，画终于完成了。"
"完了する",かんりょうする,"自動詞・サ変動詞","","完了,结束","すべての作業が完了しました。","所有的作业都完成了。"
"帰国する",きこくする,"自動詞・サ変動詞","","回国","彼は来月、母国に帰国する予定だ。","他计划下个月回国。"
"共通する",きょうつうする,"自動詞・サ変動詞","","共通","二人には共通の趣味がたくさんある。","两人有很多共同的爱好。"
"記録する",きろくする,"他動詞・サ変動詞","","记录","会議の内容を詳しく記録する。","详细记录会议内容。"
"工夫する",くふうする,"他動詞・サ変動詞","","想办法,下功夫","より良い製品を作るために、日々工夫を重ねている。","为了制造更好的产品，每天都在下功夫。"
"区別する",くべつする,"他動詞・サ変動詞","","区别,区分","公私の区別をしっかりつけることが大切だ。","把公私严格区分开来是很重要的。"
"決定する",けっていする,"他動詞・サ変動詞","","决定","会議で来月の方針が決定した。","会议上决定了下个月的方针。"
"検査する",けんさする,"他動詞・サ変動詞","","检查","体の調子が悪いので、病院で検査してもらった。","因为身体不舒服，所以在医院做了检查。"
"行動する",こうどうする,"自動詞・サ変動詞","","行动","彼は考える前に行動するタイプだ。","他是先行动再思考的类型。"
"混乱する",こんらんする,"自動詞・サ変動詞","","混乱","突然の知らせに、頭が混乱してしまった。","因为突如其来的消息，头脑混乱了。"
"撮影する",さつえいする,"他動詞・サ変動詞","","摄影,拍摄","公園で映画の撮影が行われている。","公园里正在进行电影的拍摄。"
"刺激する",しげきする,"他動詞・サ変動詞","","刺激","彼の言葉は私を大いに刺激した。","他的话极大地刺激了我。"
"自殺する",じさつする,"自動詞・サ変動詞","","自杀","彼は人生に絶望して自殺を図った。","他因对人生绝望而企图自杀。"
"支度する",したくする,"他動詞・サ変動詞","","准备,收拾","出かける前に、急いで支度をした。","出门前，急忙做了准备。"
"死亡する",しぼうする,"自動詞・サ変動詞","","死亡","交通事故で多くの人が死亡した。","因交通事故导致多人死亡。"
"主張する",しゅちょうする,"他動詞・サ変動詞","","主张,坚持","彼は自分の意見を強く主張した。","他强烈地主张了自己的意见。"
"使用する",しようする,"他動詞・サ変動詞","","使用","この部屋は自由に使用してください。","请自由使用这个房间。"
"証明する",しょうめいする,"他動詞・サ変動詞","","证明","彼は自分の無実を証明するために、証拠を集めた。","他为了证明自己的清白而收集证据。"
"制限する",せいげんする,"他動詞・サ変動詞","","限制","このエリアへの立ち入りは制限されています。","进入这个区域是受到限制的。"
"整理する",せいりする,"他動詞・サ変動詞","","整理","部屋をきれいに整理整頓する。","把房间整理得干干净净。"
"選択する",せんたくする,"他動詞・サ変動詞","","选择","人生は選択の連続だ。","人生是选择的延续。"
"宣伝する",せんでんする,"他動詞・サ変動詞","","宣传","新しい商品をテレビで宣伝する。","在电视上宣传新商品。"
"想像する",そうぞうする,"他動詞・サ変動詞","","想象","未来の生活を想像するのは楽しい。","想象未来的生活是件开心的事。"
"対応する",たいおうする,"自動詞・サ変動詞","","应对,处理,支持","お客様からの問い合わせに迅速に対応する。","迅速应对顾客的询问。"
"注目する",ちゅうもくする,"自動詞・サ変動詞","","注目","彼の新しい作品に世界中が注目している。","全世界都在关注他的新作品。"
"調査する",ちょうさする,"他動詞・サ変動詞","","调查","事件の原因を詳しく調査する。","详细调查事件的原因。"
"調整する",ちょうせいする,"他動詞・サ変動詞","","调整","スケジュールの調整をお願いします。","麻烦您调整一下日程。"
"挑戦する",ちょうせんする,"自動詞・サ変動詞","","挑战","彼は新しい分野に挑戦することを決めた。","他决定挑战新的领域。"
"追加する",ついかする,"他動詞・サ変動詞","","追加","リストに新しい項目を追加する。","在列表中追加新的项目。"
"提案する",ていあんする,"他動詞・サ変動詞","","提案","会議で新しいアイデアを提案した。","在会议上提出了新的想法。"
"納得する",なっとくする,"自動詞・サ変動詞","","理解,接受,信服","彼の説明を聞いて、やっと納得できた。","听了他的说明，总算信服了。"
"発見する",はっけんする,"他動詞・サ変動詞","","发现","新しい星が発見された。","发现了新的星球。"
"発達する",はったつする,"自動詞・サ変動詞","","发达,发展","この地域は交通網が非常によく発達している。","这个地区的交通网非常发达。"
"比較する",ひかくする,"他動詞・サ変動詞","","比较","二つの製品を比較して、良い方を選ぶ。","比较两款产品，选择好的那款。"
"否定する",ひていする,"他動詞・サ変動詞","","否定,否认","彼はその噂を強く否定した。","他强烈地否认了那个传闻。"
"変化する",へんかする,"自動詞・サ変動詞","","变化","季節が変わり、木々の色が変化する。","季节变换，树木的颜色也变化了。"
"変更する",へんこうする,"他動詞・サ変動詞","","变更,更改","予定が変更になったので、お知らせします。","因为预定有变更，特此通知。"
"保存する",ほぞんする,"他動詞・サ変動詞","","保存","大切なデータは必ずバックアップを保存してください。","重要的数据请务必保存备份。"
"満足する",まんぞくする,"自動詞・サ変動詞","","满足","この結果に大変満足しています。","对这个结果非常满意。"
"無視する",むしする,"他動詞・サ変動詞","","无视,忽视","彼は私のアドバイスを無視した。","他无视了我的建议。"
"予想する",よそうする,"他動詞・サ変動詞","","预想,预测","試合の結果を予想するのは難しい。","预测比赛的结果是很难的。"
"予防する",よぼうする,"他動詞・サ変動詞","","预防","病気を予防するために、手洗いをしっかりしましょう。","为了预防疾病，要好好洗手。"
"理解する",りかいする,"他動詞・サ変動詞","","理解","相手の気持ちを理解することは大切だ。","理解对方的心情是很重要的。"
