"渇く",かわく,"自動詞・五段活用","","(喉咙)渴","喉が渇いたので、水を一杯飲んだ。","因為口渴了，所以喝了一杯水。"
"砕く",くだく,"他動詞・五段活用","砕ける - 砕く","打碎,弄碎,使…通俗易懂","氷を細かく砕いてジュースに入れる。","把冰塊弄碎後放進果汁裡。"
"響く",ひびく,"自動詞・五段活用","","回响,影响,产生共鸣","彼の声はホールによく響いた。","他的聲音在大廳裡很好地迴響。"
"輝く",かがやく,"自動詞・五段活用","","闪耀,发光,辉煌","夜空に星が輝いている。","夜空中星星在閃耀。"
"脱ぐ",ぬぐ,"他動詞・五段活用","","脱(衣服、鞋)","家に帰ったら、まずコートを脱ぐ。","回到家首先脫掉大衣。"
"稼ぐ",かせぐ,"他動詞・五段活用","","赚钱,挣钱","生活のために、一生懸命稼がなければならない。","為了生活，必須拼命賺錢。"
"騒ぐ",さわぐ,"自動詞・五段活用","","吵闹,喧哗","図書館では騒いではいけません。","在圖書館不可以吵鬧。"
"挿す",さす,"他動詞・五段活用","","插入,插上","花瓶に花を挿した。","把花插在花瓶裡。"
"致す",いたす,"謙譲語動詞・五段活用","","做 (「する」的谦让语)","私が致しますので、ご心配なく。","我來做，所以請不用擔心。"
"崩す",くずす,"他動詞・五段活用","崩れる - 崩す","弄塌,打乱,换钱","積まれた本を崩さないように気をつけて。","請注意不要弄倒堆起來的書。"
"脅かす",おどかす,"他動詞・五段活用","脅える - 脅かす","威胁,吓唬","物陰に隠れて、通りかかる人を脅かしてはいけない。","不可以躲在暗處嚇唬路過的人。"
"励ます",はげます,"他動詞・五段活用","励む - 励ます","鼓励,激励","落ち込んでいる友達を励ました。","我鼓勵了心情低落的朋友。"
"繰り返す",くりかえす,"他動詞・五段活用","","重复,反复","同じ間違いを繰り返さないでください。","請不要重複同樣的錯誤。"
"撃つ",うつ,"他動詞・五段活用","","射击","ハンターが銃で鳥を撃った。","獵人開槍射鳥。"
"討つ",うつ,"他動詞・五段活用","","讨伐,征讨","歴史上、多くの英雄が敵を討った。","歷史上，許多英雄討伐了敵人。"
"跳ぶ",とぶ,"自動詞・五段活用","","跳,跳跃","彼は高く跳ぶことができる。","他能跳得很高。"
"酌む",くむ,"他動詞・五段活用","","斟(酒),喝(酒)","友と酒を酌み交わすのは楽しい。","和朋友對酌是一件開心的事。"
"澄む",すむ,"自動詞・五段活用","","清澈,澄清","山の空気はとても澄んでいる。","山裡的空氣非常清新。"
"踏む",ふむ,"他動詞・五段活用","","踩,踏","うっかり彼の足を踏んでしまった。","不小心踩到了他的腳。"
"恨む",うらむ,"他動詞・五段活用","","怨恨,记恨","人を恨んでも、良いことは何もない。","怨恨別人沒有任何好處。"
"縮む",ちぢむ,"自動詞・五段活用","縮む - 縮める","收缩,缩小","このセーターは洗濯したら縮んでしまった。","這件毛衣洗了之後縮水了。"
"悔やむ",くやむ,"他動詞・五段活用","","后悔,懊悔","彼は過去の行動を深く悔やんでいる。","他對過去的行為深感後悔。"
"膨らむ",ふくらむ,"自動詞・五段活用","膨らむ - 膨らます","膨胀,鼓起,(希望/预算)增大","期待に胸が膨らむ。","期待令我心中充滿喜悅。"
"刈る","かる","他動詞・五段活用","","收割，修剪（草坪、頭髮等）","庭の芝生をきれいに刈った。","把院子裡的草坪修剪得很整齊。"
"釣る","つる","他動詞・五段活用","","釣魚，引誘","週末は川へ魚を釣りに行く。","我週末要去河邊釣魚。"
"撮る","とる","他動詞・五段活用","","拍攝，拍照","旅行の記念に写真をたくさん撮った。","為了旅行紀念，拍了很多照片。"
"振る","ふる","他動詞・五段活用","","揮，搖，甩，撒","彼女は悲しそうに首を横に振った。","她悲傷地搖了搖頭。"
"掘る","ほる","他動詞・五段活用","","挖掘，開鑿","庭に穴を掘って木を植えた。","在院子裡挖了個洞種樹。"
"彫る","ほる","他動詞・五段活用","","雕刻","彼は木の板に見事な龍を彫った。","他在木板上雕刻了精美的龍。"
"盛る","もる","他動詞・五段活用","","盛裝，堆放","皿にパスタを大盛りに盛る。","把義大利麵大份地盛在盤子裡。"
"至る","いたる","自動詞・五段活用","","到達，至","山頂に至る道は険しい。","通往山頂的道路很險峻。"
"劣る","おとる","自動詞・五段活用","","劣於，遜色","性能では新しいモデルに劣る。","在性能上不如新款型號。"
"飾る","かざる","他動詞・五段活用","","裝飾","部屋に美しい花を飾った。","在房間裡裝飾了美麗的花。"
"腐る","くさる","自動詞・五段活用","腐らせる","腐爛，腐敗","冷蔵庫の中の牛乳が腐ってしまった。","冰箱裡的牛奶腐壞了。"
"削る","けずる","他動詞・五段活用","","削，削減","鉛筆をナイフで削る。","用小刀削鉛筆。"
"茂る","しげる","自動詞・五段活用","","茂盛，繁茂","夏になると、庭の木々が青々と茂る。","一到夏天，院子裡的樹木就長得鬱鬱蔥蔥。"
"縛る","しばる","他動詞・五段活用","","捆，綁，束縛","古い新聞をひもで縛って捨てる。","把舊報紙用繩子捆起來扔掉。"
"絞る","しぼる","他動詞・五段活用","","擰，擠，絞盡腦汁","タオルを固く絞ってください。","請把毛巾擰乾。"
"滑る","すべる","自動詞・五段活用","滑らせる","滑，打滑","雪道で足が滑って転んでしまった。","在雪路上腳一滑摔倒了。"
"迫る","せまる","自動詞・五段活用","","逼近，臨近","試験が目前に迫ってきた。","考試逼近眼前了。"
"黙る","だまる","自動詞・五段活用","","沉默，不作聲","彼は何か言いたそうだったが、結局黙っていた。","他好像想說些什麼，但最後還是沉默了。"
"殴る","なぐる","他動詞・五段活用","","毆打","理由もなく人を殴ってはいけない。","不能無緣無故打人。"
"握る","にぎる","他動詞・五段活用","","握，抓，掌握","子供は母親の手をしっかりと握った。","孩子緊緊地握住了媽媽的手。"
"濁る","にごる","自動詞・五段活用","濁す","混濁，不清澈","大雨のせいで川の水が濁っている。","因為大雨，河水變得很混濁。"
"巡る","めぐる","自動詞・五段活用","","圍繞，巡遊","このバスは市内を巡って駅に戻る。","這趟巴士環繞市內後返回車站。"
"潜る","もぐる","自動詞・五段活用","","潛水，鑽入","海に潜って美しいサンゴを見た。","潛入海中看到了美麗的珊瑚。"
"譲る","ゆずる","他動詞・五段活用","","轉讓，讓給","お年寄りに席を譲った。","我給老年人讓了座。"
"謝る","あやまる","自動詞・五段活用","","道歉，認錯","自分のミスを素直に謝った。","坦率地為自己的錯誤道了歉。"
"偏る","かたよる","自動詞・五段活用","","偏向，不平衡","栄養が偏らないように、何でも食べなさい。","為了營養均衡，什麼都要吃。"
"透き通る","すきとおる","自動詞・五段活用","","透明，清澈","湖の水は底まで透き通っていた。","湖水清澈見底。"
"煮る","にる","他動詞・一段活用","煮える","煮，燉","大根が柔らかくなるまで煮る。","把蘿蔔煮到變軟為止。"
"診る","みる","他動詞・一段活用","","看病，診斷","医者に風邪を診てもらった。","讓醫生給我看了感冒。"
"飽きる","あきる","自動詞・一段活用","","厭煩，膩","毎日同じゲームで遊んでいたら飽きてきた。","每天玩同一個遊戲，開始膩了。"
"飢える","うえる","自動詞・一段活用","","飢餓","戦争で多くの人々が飢えていた。","因戰爭很多人在挨餓。"
"殖える","ふえる","自動詞・一段活用","殖やす","繁殖，增多","最近、ネズミが殖えて困っている。","最近老鼠增多，很傷腦筋。"
"訴える","うったえる","他動詞・一段活用","","控訴，訴說","彼は会社を相手取って損害賠償を訴えた。","他控告公司並要求損害賠償。"
"蓄える","たくわえる","他動詞・一段活用","","儲存，積蓄","冬に備えて食料を蓄える。","為過冬儲備糧食。"
"掛ける","かける","他動詞・一段活用","掛かる","懸掛，花費（時間/金錢）","壁に絵を掛ける。","把畫掛在牆上。"
"避ける","さける","他動詞・一段活用","","避開，迴避","水たまりを避けて歩いた。","我避開水坑走路。"
"漬ける","つける","他動詞・一段活用","漬かる","浸泡，醃漬","野菜を塩水に漬ける。","把蔬菜浸泡在鹽水裡。"
"怠ける","なまける","自動詞・一段活用","","懶惰，懈怠","勉強を怠けると、試験に合格できないよ。","學習一懈怠，就無法通過考試了喔。"
"揚げる","あげる","他動詞・一段活用","揚がる","油炸；舉起","鶏肉に衣をつけて揚げる。","給雞肉裹上麵衣油炸。"
"焦げる","こげる","自動詞・一段活用","焦がす","燒焦，烤糊","パンが焦げてしまったので、食べられなかった。","麵包烤焦了，所以沒法吃了。"
"妨げる","さまたげる","他動詞・一段活用","","妨礙，阻礙","彼の睡眠を妨げないように、静かにしてください。","請保持安靜，以免妨礙他睡眠。"
"載せる","のせる","他動詞・一段活用","載る","放置，刊登","荷物を棚の上に載せてください。","請把行李放在架子上。"
"慌てる","あわてる","自動詞・一段活用","","慌張，著急","地震が起きても、慌てずに落ち着いて行動してください。","即使發生地震，也不要慌張，請冷靜行動。"
"隔てる","へだてる","他動詞・一段活用","隔たる","隔開，分隔","この川が二つの町を隔てている。","這條河分隔了兩個鎮。"
"企てる","くわだてる","他動詞・一段活用","","策劃，企圖","彼らは銀行強盗を企てたが、失敗に終わった。","他們策劃搶劫銀行，但以失敗告終。"
"兼ねる","かねる","他動詞・一段活用","","兼任，兼備","彼は社長と監督を兼ねている。","他兼任社長和總教練。"
"跳ねる","はねる","自動詞・一段活用","","跳，濺","雨の日に車が泥水を跳ねた。","下雨天，汽車濺起了泥水。"
"尋ねる","たずねる","他動詞・一段活用","","詢問，打聽","道を尋ねるために、警察官に声をかけた。","為了問路，我跟警察搭了話。"
"締める","しめる","他動詞・一段活用","締まる","勒緊，繫上","シートベルトをしっかりと締めてください。","請繫好安全帶。"
"攻める","せめる","他動詞・一段活用","","進攻，攻擊","相手の弱点を集中的に攻める。","集中攻擊對方的弱點。"
"納める","おさめる","他動詞・一段活用","納まる","繳納，收藏","税金を期限までに納めなければならない。","必須在期限前繳納稅金。"
"勧める","すすめる","他動詞・一段活用","","推薦，勸說","友人にこの本を読むように勧めた。","我推薦朋友讀這本書。"
"眺める","ながめる","他動詞・一段活用","","眺望，凝視","窓から美しい景色を眺めるのが好きだ。","我喜歡從窗邊眺望美麗的景色。"
"慰める","なぐさめる","他動詞・一段活用","","安慰，慰問","失恋した友人を一生懸命慰めた。","我盡力安慰了失戀的朋友。"
"揺れる","ゆれる","自動詞・一段活用","揺らす","搖晃，擺動","船が波で大きく揺れた。","船因海浪而劇烈搖晃。"
"負う","おう","他動詞・五段活用","","背負，承擔","彼はその事故の責任を全て負った。","他承擔了那次事故的全部責任。"
"舞う","まう","自動詞・五段活用","","飛舞，飄揚","桜の花びらが風に舞っている。","櫻花花瓣在風中飛舞。"
"競う","きそう","他動詞・五段活用","","競爭，競賽","二人の選手が一位を競っている。","兩位選手正在爭奪第一名。"
"担う","になう","他動詞・五段活用","","承擔，肩負","次世代を担う若者を育てる。","培養肩負下一代的年輕人。"
"養う","やしなう","他動詞・五段活用","","養育，培養","彼は家族を養うために、一生懸命働いている。","他為了養家而努力工作。"
"損なう","そこなう","他動詞・五段活用","","損害，破壞","不適切な発言が彼の評判を損なった。","不當的發言損害了他的名譽。"
"恥じらう","はじらう","自動詞・五段活用","","害羞，羞怯","彼女は褒められて、恥じらって顔を赤らめた。","她被誇獎後，害羞地臉紅了。"
"見計らう","みはからう","他動詞・五段活用","","酌情，斟酌，看準時機","タイミングを見計らって発言する。","看準時機發言。"
"説く","とく","他動詞・五段活用","","說明，說教，勸說","仏の教えを人々に説く。","向人們解說佛法。"
"築く","きずく","他動詞・五段活用","","建立，構築","彼らは長年の努力で、信頼関係を築いた。","他們經由長年的努力建立了信賴關係。"
"背く","そむく","自動詞・五段活用","","違背，背叛","親の期待に背くことはできない。","我不能辜負父母的期望。"
"導く","みちびく","他動詞・五段活用","","引導，指引","先生は生徒たちを成功へと導いた。","老師引導學生們走向成功。"
"接ぐ","つぐ","他動詞・五段活用","","連接，接骨","折れた枝を接いで、テープで固定した。","把斷掉的樹枝接好，用膠帶固定了。"
"研ぐ","とぐ","他動詞・五段活用","","磨，磨快；淘（米）","包丁を研いだら、よく切れるようになった。","菜刀磨過之後，變得很好切。"
"担ぐ","かつぐ","他動詞・五段活用","","扛，挑，迷信","大きな荷物を肩に担ぐ。","把大件行李扛在肩上。"
"召す","めす","他動詞・五段活用","","吃、喝、穿（的尊敬語）","先生、どうぞお茶を召してください。","老師，請用茶。"
"記す","しるす","他動詞・五段活用","","記錄，記下","大切なことを手帳に記しておく。","把重要的事情記在手冊上。"
"逃す","のがす","他動詞・五段活用","逃れる","錯過，放過","絶好のチャンスを逃してしまった。","錯失了絕佳的機會。"
"耕す","たがやす","他動詞・五段活用","","耕作，耕地","農家は春になると畑を耕す。","農家一到春天就耕田。"
"著す","あらわす","他動詞・五段活用","","撰寫，著述","彼は自身の経験についての本を著した。","他寫了一本關於自身經歷的書。"
"志す","こころざす","他動詞・五段活用","","立志，目標","彼は医者を志して、医学部に進学した。","他立志成為醫生，升入了醫學院。"

"明かす","あかす","他動詞・五段活用","明ける","揭露，道出；過夜","彼はついに秘密を明かした。","他終於揭露了秘密。"
"生かす","いかす","他動詞・五段活用","生きる","活用，使...發揮作用","自分の経験を仕事に生かす。","把自己的經驗活用在工作上。"
"抜かす","ぬかす","他動詞・五段活用","抜ける","遺漏，跳過","大事な部分を抜かして読んではいけない。","不可以跳過重要的部分閱讀。"
"生やす","はやす","他動詞・五段活用","生える","使...生長（鬍鬚、草等）","彼は口ひげを生やしている。","他留著小鬍子。"
"費やす","ついやす","他動詞・五段活用","","花費，耗費","研究に多くの時間を費やした。","在研究上花費了很多時間。"
"交わす","かわす","他動詞・五段活用","","交換，互相","新年の挨拶を交わした。","互相致以新年的問候。"
"冷やかす","ひやかす","他動詞・五段活用","","嘲弄，戲弄；只問不買","カップルを冷やかしてはいけません。","不可以嘲弄情侶。"
"断つ","たつ","他動詞・五段活用","","斷絕，戒除","彼はきっぱりと酒を断った。","他毅然戒了酒。"
"保つ","たもつ","他動詞・五段活用","","保持，維持","若さを保つために運動をしている。","為了保持年輕而運動。"
"尊ぶ","とうとぶ","他動詞・五段活用","","尊重，尊崇","我々は伝統的な文化を尊ぶべきだ。","我們應該尊重傳統文化。"
"産む","うむ","他動詞・五段活用","生まれる","生產，產下","庭の猫が子猫を五匹産んだ。","院子裡的貓生了五隻小貓。"
"富む","とむ","自動詞・五段活用","","富有，充滿","彼は経験に富んだ人物だ。","他是個經驗豐富的人物。"
"病む","やむ","自動詞・五段活用","","生病，患病","彼は長い間、心を病んでいた。","他心病了很久。"
"歩む","あゆむ","自動詞・五段活用","","步行，前進（抽象）","彼女は彼と新しい人生を歩み始めた。","她和他開始了新的人生。"
"絡む","からむ","自動詞・五段活用","絡める","纏繞，牽連","この事件には複雑な人間関係が絡んでいる。","這個事件牽涉了複雜的人際關係。"
"涼む","すずむ","自動詞・五段活用","","乘涼","夕方、縁側で涼んだ。","傍晚在廊下乘涼。"
"恵む","めぐむ","他動詞・五段活用","","施捨，恩惠","貧しい人々に食料を恵んだ。","施捨食物給貧困的人們。"
"営む","いとなむ","他動詞・五段活用","","經營，營生","彼は小さなレストランを営んでいる。","他經營著一家小餐館。"
"危ぶむ","あやぶむ","他動詞・五段活用","","擔心，堪憂","計画の成功が危ぶまれている。","計畫的成功令人擔憂。"
"反る","そる","自動詞・五段活用","反らす","彎曲，翹起","湿気で本の表紙が反ってしまった。","因為濕氣書的封面翹起來了。"
"練る","ねる","他動詞・五段活用","","揉，推敲，擬定","旅行の計画をじっくり練る。","仔細擬定旅行計畫。"
"煙る","けむる","自動詞・五段活用","","冒煙，煙霧繚繞","遠くの山が霧で煙って見える。","遠處的山因霧氣而煙霧繚繞。"
"募る","つのる","自動詞・五段活用","","越來越厲害，加劇","会えない時間が長くなるほど、思いは募る。","無法相見的時間越長，思念就越強烈。"
"図る","はかる","他動詞・五段活用","","策劃，圖謀","問題の早期解決を図る。","圖謀問題的及早解決。"
"勝る","まさる","自動詞・五段活用","","勝過，優於","経験は知識に勝ることもある。","經驗有時勝過知識。"
"操る","あやつる","他動詞・五段活用","","操縱，駕馭","彼は五つの言語を自由に操る。","他能流利地運用五種語言。"
"誤る","あやまる","他動詞・五段活用","","弄錯，搞錯","運転を誤って事故を起こした。","因操作失誤而引發了事故。"
"受かる","うかる","自動詞・五段活用","受ける","考上，合格","彼は希望していた大学に受かった。","他考上了心儀的大學。"
"群がる","むらがる","自動詞・五段活用","","群聚，聚集","砂糖にアリが群がっている。","螞蟻聚集在砂糖上。"
"連なる","つらなる","自動詞・五段活用","連ねる","相連，成排","遠くに連なる山々が見える。","可以看到遠處連綿的山脈。"
"交わる","まじわる","自動詞・五段活用","交える","交叉，交往","二つの直線は一点で交わる。","兩條直線交於一點。"
"老いる","おいる","自動詞・一段活用","","老，上年紀","人は誰でも老いるものだ。","人總是會老的。"
"強いる","しいる","他動詞・一段活用","","強迫，強加","自分の意見を他人に強いてはいけない。","不應該把自己的意見強加於人。"
"率いる","ひきいる","他動詞・一段活用","","率領，帶領","将軍は一万の兵を率いて出発した。","將軍率領一萬士兵出發了。"
"恥じる","はじる","他動詞・一段活用","","感到羞恥","彼は自分の行動を深く恥じた。","他對自己的行為深感羞恥。"
"重んじる","おもんじる","他動詞・一段活用","","重視，器重","この会社は結果よりもプロセスを重んじる。","這家公司比起結果更重視過程。"
"帯びる","おびる","他動詞・一段活用","","帶有，含有（顏色、性質）","彼の目には憂いの色が帯びていた。","他的眼神中帶有一絲憂鬱。"
"省みる","かえりみる","他動詞・一段活用","","反省，回顧","過去の失敗を省みて、未来に生かす。","反省過去的失敗，活用於未來。"
"試みる","こころみる","他動詞・一段活用","","嘗試","新しい方法を試みる価値はある。","值得嘗試新的方法。"
"経る","へる","自動詞・一段活用","","經過（時間、場所）","十年を経て、町は大きく変わった。","經過十年，城鎮變化很大。"
"絶える","たえる","自動詞・一段活用","絶やす","斷絕，終止","山頂からの通信が絶えてしまった。","來自山頂的通信中斷了。"
"映える","はえる","自動詞・一段活用","","輝映，襯托","青い空に紅葉がよく映える。","紅葉在藍天的映襯下非常好看。"
"構える","かまえる","他動詞・一段活用","","建造，擺出（架勢）","彼は川のそばに家を構えた。","他在河邊蓋了房子。"
"仕える","つかえる","自動詞・一段活用","","侍奉，服務","昔、彼は王に仕えていた。","以前，他侍奉國王。"
"生ける","いける","他動詞・一段活用","","插花；養活","花瓶にバラを生けた。","在花瓶裡插了玫瑰花。"
"化ける","ばける","自動詞・一段活用","","化裝，變成","キツネは美しい女性に化けると言われている。","據說狐狸會變成美麗的女子。"
"更ける","ふける","自動詞・一段活用","","夜深","夜が更けるまで語り合った。","我們聊到夜深。"
"老ける","ふける","自動詞・一段活用","","顯老","苦労が続いて、彼は急に老けたように見えた。","因為連續的辛勞，他看起來一下子老了許多。"
"授ける","さずける","他動詞・一段活用","授かる","授予，傳授","王は彼に勲章を授けた。","國王授予他勳章。"
"設ける","もうける","他動詞・一段活用","","設立，設置","駅前に新しいバス停が設けられた。","車站前設立了新的公車站。"
"挙げる","あげる","他動詞・一段活用","挙がる","舉出，舉行","例を一つ挙げてください。","請舉一個例子。"
"告げる","つげる","他動詞・一段活用","","告知，宣告","審判は試合の終了を告げた。","裁判宣告了比賽結束。"
"和らげる","やわらげる","他動詞・一段活用","和らぐ","使...緩和，使...柔和","この薬は痛みを和らげる効果がある。","這個藥有緩解疼痛的效果。"
"果てる","はてる","自動詞・一段活用","","終結，死亡","長い旅の果てに、彼は故郷にたどり着いた。","漫長旅途的盡頭，他終於回到了故鄉。"
"定める","さだめる","他動詞・一段活用","定まる","決定，規定","会議で今後の方針を定める。","在會議上決定今後的方針。"
"乱れる","みだれる","自動詞・一段活用","乱す","混亂，紊亂","風で髪が乱れてしまった。","頭髮被風吹亂了。"
"敗れる","やぶれる","自動詞・一段活用","破る","敗，輸","我々のチームは決勝戦で敗れた。","我們的隊伍在決賽中敗北了。"
"訪れる","おとずれる","他動詞・一段活用","","到訪，來臨","毎年多くの観光客がこの町を訪れる。","每年都有很多觀光客到訪這個小鎮。"
"値する","あたいする","自動詞・サ行変格活用","","值得","彼の行動は尊敬に値する。","他的行為值得尊敬。"
"添う","そう","自動詞・五段活用","添える","貼近，滿足（期望）","いつも妻の期待に添える夫でありたい。","我想成為一直能滿足妻子期待的丈夫。"
"襲う","おそう","他動詞・五段活用","","襲擊","クマに襲われないように注意してください。","請注意不要被熊襲擊。"
"慕う","したう","他動詞・五段活用","","愛慕，仰慕","彼女は多くの学生から慕われている先生だ。","她是位受到眾多學生愛慕的老師。"
"潤う","うるおう","自動詞・五段活用","潤す","濕潤，滋潤","クリームを塗って肌が潤った。","塗了乳霜後皮膚變滋潤了。"
"漂う","ただよう","自動詞・五段活用","","漂浮，洋溢","部屋にコーヒーの香りが漂っている。","房間裡飄散著咖啡的香氣。"
"繕う","つくろう","他動詞・五段活用","","修補，修飾","破れたズボンを繕う。","修補破掉的褲子。"
"賄う","まかなう","他動詞・五段活用","","供給，維持","この奨学金で学費のすべてを賄うことができる。","這筆獎學金可以支付全部的學費。"
"裁く","さばく","他動詞・五段活用","","審判，裁判","裁判官は公平に被告人を裁かなければならない。","法官必須公平地審判被告。"
"喚く","わめく","自動詞・五段活用","","大叫，叫喊","子供がおもちゃが欲しいと大声で喚いている。","孩子大聲叫喊著想要玩具。"
"懐く","なつく","自動詞・五段活用","","親近，順從","この犬はなかなか人に懐かない。","這隻狗很難與人親近。"
"欺く","あざむく","他動詞・五段活用","","欺騙","言葉巧みに人を欺く。","花言巧語地欺騙人。"
"貫く","つらぬく","他動詞・五段活用","","貫徹，穿過","困難な状況でも、彼は自分の信念を貫いた。","即使在困難的狀況下，他仍貫徹自己的信念。"
"赴く","おもむく","自動詞・五段活用","","奔赴，前往","彼は新しい任地に赴いた。","他奔赴了新的任職地。"
"継ぐ","つぐ","他動詞・五段活用","","繼承","彼は父の会社を継ぐことになっている。","他將會繼承父親的公司。"
"仰ぐ","あおぐ","他動詞・五段活用","","仰望；尊敬；請教","夜空を仰ぐと、満天の星が輝いていた。","仰望夜空，滿天星斗閃耀。"
"揺らぐ","ゆらぐ","自動詞・五段活用","","搖晃，動搖","強風で橋が少し揺らいだ。","因為強風，橋有些搖晃。"











"侵す","おかす","他動詞・五段活用","","侵犯，侵害","他人の権利を侵してはならない。","不可以侵犯他人的權利。"
"脅す","おどす","他動詞・五段活用","","威脅，恐嚇","彼はナイフで人を脅して金を奪った。","他用刀威脅人搶走了錢。"
"浸す","ひたす","他動詞・五段活用","浸る","浸泡，浸濕","汚れた服を水に浸しておく。","把髒衣服浸泡在水裡。"
"促す","うながす","他動詞・五段活用","","催促，促進","早く返事をするよう彼に促した。","我催促他盡快回覆。"
"施す","ほどこす","他動詞・五段活用","","施予，施行","患者に応急手当を施した。","對患者進行了急救處理。"
"催す","もよおす","他動詞・五段活用","","舉辦；感覺到（便意、睡意等）","市は週末に音楽祭を催す予定だ。","市政府計劃在週末舉辦音樂節。"
"覆す","くつがえす","他動詞・五段活用","覆る","推翻，顛覆","裁判官は一審の判決を覆した。","法官推翻了一審的判決。"
"尽くす","つくす","他動詞・五段活用","尽きる","竭盡，盡力","彼はチームの勝利のために全力を尽くした。","他為團隊的勝利竭盡了全力。"
"脅かす","おびやかす","他動詞・五段活用","","威脅（地位、安全等）","環境汚染は私たちの健康を脅かしている。","環境污染正威脅著我們的健康。"
"摘む","つむ","他動詞・五段活用","","採，摘（花、茶葉等）","庭でミントの葉を摘んでお茶を入れた。","在院子裡摘了薄荷葉來泡茶。"
"挑む","いどむ","他動詞・五段活用","","挑戰，較量","彼は世界記録に挑むことを決意した。","他決心挑戰世界紀錄。"
"臨む","のぞむ","自動詞・五段活用","","面對，面臨；出席","試験に臨む前に、深呼吸をした。","在面臨考試前，我深吸了一口氣。"
"励む","はげむ","自動詞・五段活用","","努力，致力","彼女は目標達成のために日夜勉強に励んでいる。","她為了達成目標日夜努力學習。"
"弾む","はずむ","自動詞・五段活用","弾ませる","彈跳；起勁，熱烈","ボールがよく弾む。","球彈得很高。"
"阻む","はばむ","他動詞・五段活用","","阻止，阻擋","大雪が救助隊の行く手を阻んだ。","大雪阻擋了救援隊的前進道路。"
"謹む","つつしむ","他動詞・五段活用","","謹慎，恭謹","公の場では言葉を謹むべきだ。","在公開場合應該謹言慎行。"
"惜しむ","おしむ","他動詞・五段活用","","珍惜，惋惜","彼は努力を惜しまず、研究を続けた。","他愛惜努力，持續進行研究。"
"織る","おる","他動詞・五段活用","","編織","彼女は美しい模様の布を織っている。","她正在編織美麗花紋的布料。"
"凝る","こる","自動詞・五段活用","","熱衷，講究；痠痛","彼は写真に凝っていて、高価なカメラをたくさん持っている。","他熱衷於攝影，擁有許多昂貴的相機。"
"擦る","する","他動詞・五段活用","","摩擦，擦","マッチを擦って火をつけた。","劃了根火柴點了火。"
"漏る","もる","自動詞・五段活用","漏らす","洩漏","屋根から雨水が漏っている。","雨水從屋頂漏進來了。"
