毀損,きそん,名詞/動詞 (他動詞),,毁损、损害,彼の名誉が毀損された。
欺く,あざむく,動詞 (他動詞),,欺骗、蒙蔽,彼は巧妙な手口で人々を欺いた。
侮る,あなぐる,動詞 (他動詞),,（罕见读法）轻蔑、侮慢,（この読み方は非常に稀ですが、もし試験に出たら区別が必要です）
"趣旨",しゅし,"名詞","","主旨，宗旨","会議の趣旨を理解した上で発言してください。"
"本質",ほんしつ,"名詞","","本质",""
"要領",ようりょう,"名詞","","要领",""
"根拠",こんきょ,"名詞","","根据，依据","その主張には根拠がない。"
"見解",けんかい,"名詞","","见解",""
"意向",いこう,"名詞","","意向",""
"動向",どうこう,"名詞","","动向",""
"兆し",きざし,"名詞","","征兆，苗头","回復の兆しが見えてきた。"
"模索",もさく,"名詞","","摸索",""
"対処",たいしょ,"名詞・サ変動詞","","应对，处理",""
"配慮",はいりょ,"名詞・サ変動詞","","考虑，照顾","周囲への配慮を忘れないように。"
"納得",なっとく,"名詞・サ変動詞","","理解，接受","彼の説明に納得できなかった。"
"了承",りょうしょう,"名詞・サ変動詞","","理解并同意","内容をよく読んで了承してください。"
"把握",はあく,"名詞・サ変動詞","","掌握，了解","状況を正確に把握する。"
"踏まえる",ふまえる,"動詞 (他動詞)","","根据，立足于","事実を踏まえて判断する。"
"遂げる",とげる,"動詞 (他動詞)","","完成，实现","目標を遂げるために努力する。"
"施す",ほどこす,"動詞 (他動詞)","","施加，给予，添加","貧しい人々に援助を施す。"
"強いる",しいる,"動詞 (他動詞)","","强迫，强制","彼に無理を強いてはいけない。"
"免れる",まぬかれる,"動詞 (他動詞)","","避免，逃脱","責任を免れることはできない。"
"経る",へる,"動詞 (他動詞)","","经过，经历","多くの困難を経て成功に至った。"
"伴う",ともなう,"動詞 (他動詞)","","伴随，带有","変化にはリスクが伴う。"
"欠く",かく,"動詞 (他動詞)","欠ける - 欠く","缺乏，缺少","思いやりを欠く言動はよくない。"
"裁く",さばく,"動詞 (他動詞)","","审判，裁决","彼は法律に基づいて公正に裁かれた。"
"惜しむ",おしむ,"動詞 (他動詞)","","珍惜，舍不得","別れを惜しむ声が多かった。"
"促す",うながす,"動詞 (他動詞)","","催促，促使","成長を促す教育が必要だ。"
"費やす",ついやす,"動詞 (他動詞)","","耗费，花费","この研究に10年を費やした。"
"浸る",ひたる,"動詞 (自動詞)","","浸泡，沉浸","思い出に浸る時間が好きだ。"
"絶える",たえる,"動詞 (自動詞)","絶える - 絶やす","断绝，中断","連絡が突然絶えた。"
"漂う",ただよう,"動詞 (自動詞)","","漂浮，弥漫","部屋にコーヒーの香りが漂っている。"
"密かに",ひそかに,"副詞","","偷偷地，悄悄地","彼女に密かに想いを寄せている。"
"もろに",もろに,"副詞","","直接地，完全地","もろに顔にボールが当たった。"
"大袈裟に",おおげさに,"副詞","","夸张地，夸大其词","そんなにおおげさに言わなくてもいい。"
"粘り強く",ねばりづよく,"副詞","","有耐性地，坚持不懈地","粘り強く交渉を続けた。"
"微かに",かすかに,"副詞","","微弱地，隐约","遠くからかすかに音楽が聞こえる。"
"あやふやに",あやふやに,"副詞","","含糊不清地，模糊地","彼の説明はあやふやだった。"
"しなやかに",しなやかに,"副詞","","柔软地，灵活地","彼女はしなやかに舞った。"
"具に",つぶさに,"副詞","","详细地，一一","事件の経緯をつぶさに語った。"
"漠然と",ばくぜんと,"副詞","","模糊地，笼统地","将来に対する漠然とした不安がある。"
"一概に",いちがいに,"副詞","","一概地，笼统地","一概にそうだとは言えない。"
"仰ぐ",あおぐ,"動詞 (他動詞)","","① 仰望<br>② 尊敬，尊崇<br>③ 依赖，请求（指示、援助等）","① 夜空を仰ぐと、満天の星が輝いていた。<br>② 多くの人々が、彼の指導力を仰いでいる。<br>③ この件については、専門家のご意見を仰ぎたいと思います。"
"呆れる",あきれる,"動詞 (自動詞)","","（因意外或不像话而）吃惊，错愕，呆住，无语","彼の無責任な発言には呆れて言葉も出なかった。"
"悪循環",あくじゅんかん,"名詞 (サ変動詞)","","恶性循环","失敗を恐れて挑戦しないと、成長できず、さらに自信を失うという悪循環に陥る。"
"顎",あご,"名詞","","下巴，下颚","彼は考え事をするとき、よく顎に手をやる癖がある。"
"憧れる",あこがれる,"動詞 (自動詞)","","憧憬，向往，倾慕","幼い頃から、彼女は海外での生活に憧れていた。"
"麻",あさ,"名詞","","麻，大麻；麻布","夏には、麻のシャツが涼しくて快適だ。"
"欺く",あざむく,"動詞 (他動詞)","","欺骗，蒙蔽","甘い言葉で人を欺き、金品をだまし取る詐欺事件が多発している。"
"鮮やか",あざやか,"形容動詞","","① 鲜明，鲜艳<br>② 巧妙，出色","① 雨上がりの空に、鮮やかな虹がかかった。<br>② その手品師は鮮やかな手つきで観客を魅了した。"
"焦る",あせる,"動詞 (自動詞)","焦る - 焦らす","着急，焦躁，焦急","試験時間が残り少なくなってきて、だんだん焦ってきた。"
"値する",あたいする,"動詞 (サ変)","","值得，有…的价值","彼の勇気ある行動は、称賛に値する。<br>この作品は高い評価に値する。"
"圧迫",あっぱく,"名詞 (サ変動詞)","","压迫，压制","大国からの経済的な圧迫に苦しんでいる。<br>胸を圧迫するような息苦しさを感じる。"
"跡継ぎ",あとつぎ,"名詞","","继承人，接班人","彼は有名な歌舞伎役者の跡継ぎとして、幼い頃から厳しい稽古を積んでいる。"
"甘える",あまえる,"動詞 (自動詞)","","① 撒娇，恃宠<br>② 依赖 (别人的好意)","① 子供は母親に甘えて、お菓子をねだった。<br>② いつまでも親に甘えていてはいけない。"
"操る",あやつる,"動詞 (他動詞)","","① 操纵，操作<br>② 巧妙地运用，掌握<br>③ 摆布，控制 (人)","① 彼は見事なハンドルさばきで車を操った。<br>② 彼女は五か国語を自由に操ることができる。<br>③ 黒幕が陰で糸を引いて彼を操っている。"
"危ぶむ",あやぶむ,"動詞 (他動詞)","","担心，担忧，不放心；怀疑","計画の成功を危ぶむ声も上がっている。"
"過ち",あやまち,"名詞","","过错，错误，失误","若い頃の過ちを反省し、新たな人生を歩み始めた。"
"歩む",あゆむ,"動詞 (自動詞)","","① 行走，步行<br>② 前进，发展 (抽象意义)","① 険しい山道を一歩一歩慎重に歩んだ。<br>② 彼らは苦難の道を共に歩んできた。"
"荒らす",あらす,"動詞 (他動詞)","荒れる - 荒らす","① 使…荒芜，糟蹋<br>② 侵扰，骚扰","① イノシシが畑を荒らして農作物が大きな被害を受けた。<br>② 留守中に泥棒に入られ、部屋中を荒らされた。"
"改めて",あらためて,"副詞","","① 重新，再次<br>② 另外 (找时间)","① 資料を改めて確認したところ、いくつかの間違いが見つかった。<br>② 後日改めて、こちらからご連絡いたします。"
"あらゆる",あらゆる,"連体詞","","所有，一切","あらゆる可能性を考慮して、最善の策を練る必要がある。"
"有り触れる",ありふれる,"動詞 (自動詞)","","常有，不稀奇，平凡","それはどこにでも有り触れた話で、特に驚くにはあたらない。"
"案外",あんがい,"副詞 / 形容動詞","","意外地，出乎意料地 (副词)；意想不到 (形容动词)","難しそうだと思っていた試験が、案外易しかった。<br>彼が犯人だったとは、案外な結果だ。"
"暗算",あんざん,"名詞 (サ変動詞)","","心算，口算","彼は複雑な計算も暗算でこなしてしまう。"
"案の定",あんのじょう,"副詞","","果不其然，果然不出所料","空が暗くなってきたと思ったら、案の定雨が降り出した。"
"硫黄",いおう,"名詞","","硫，硫磺","この温泉は硫黄の匂いが強い。"
"憤り",いきどおり,"名詞","","愤慨，愤怒","理不尽な要求に対し、彼は強い憤りを覚えた。"
"経緯",いきさつ,"名詞","","(事情的) 经过，原委，详情","事件の経緯を詳しく説明してください。"
"経緯",けいい,"名詞","","经纬","地図の経緯度を確認する。"
"潔い",いさぎよい,"形容詞","","① 干脆，爽快<br>② (指放弃等时) 干脆利落，不恋栈","① 彼は自分の非を潔く認めた。<br>② 負けを潔く受け入れるその態度は立派だ。"
"碑",いしぶみ,"名詞","","碑，石碑","公園には、その町の歴史を記した古い碑が立っている。"
"依然として",いぜんとして,"副詞","","仍然，照旧，依然","台風は依然として強い勢力を保ったまま北上している。"
"偽る",いつわる,"動詞 (他動詞)","","欺骗，伪装，假冒","彼は年齢を偽って会社に就職した。"
"威張る",いばる,"動詞 (自動詞)","","摆架子，耀武扬威","少し地位が上がったからといって、部下に威張るのは良くない。"
"がたがた",がたがた,"副詞・サ変動詞","","摇晃，摇摇晃晃","地震で家ががたがた揺れた。"
"がらがら",がらがら,"副詞・形容動詞","","嘈杂，空荡荡；哗啦哗啦响","子供ががらがらと戸を開けた。"
"ごんごん",ごんごん,"副詞","","敲打声，头疼的沉重感","頭がごんごん痛む。"
"こんこん",こんこん,"副詞","","敲门声，干咳声，泉水涌出的声音","誰かがこんこんとドアを叩いた。"
"どんどん",どんどん,"副詞","","连续敲打声，事物进展迅速","仕事がどんどん進む。"
"かちかち",かちかち,"副詞・形容動詞","","坚硬，发出咔哒声","時計がかちかちと時を刻む。"
"かちゃかちゃ",かちゃかちゃ,"副詞","","相互碰撞的轻微声","鍵がかちゃかちゃ鳴る。"
"ぱちぱち",ぱちぱち,"副詞・サ変動詞","","拍手声，火花飞溅声","観客がぱちぱちと拍手した。"
"じゃぶじゃぶ",じゃぶじゃぶ,"副詞","","哗哗的水声","子供が水たまりでじゃぶじゃぶ遊んでいる。"
"ちゃぷちゃぷ",ちゃぷちゃぷ,"副詞","","水的轻拍声","お風呂で水がちゃぷちゃぷ跳ねる。"
"ざーざー",ざーざー,"副詞","","雨或水流倾泻的声音","雨がざーざー降っている。"
"しとしと",しとしと,"副詞","","小雨淅沥沥地下","雨がしとしと降る夜。"
"ごろごろ",ごろごろ,"副詞・サ変動詞","","雷声轰鸣，肚子咕咕叫","雷がごろごろ鳴っている。"
"がんがん",がんがん,"副詞・サ変動詞","","刺耳的噪音，头痛剧烈","工事の音ががんがん響く。"
"ぼーぼー",ぼーぼー,"副詞","","火焰熊熊燃烧的声音，汽笛声","火がぼーぼー燃えている。"
"ひゅうひゅう",ひゅうひゅう,"副詞","","风声呼啸","冷たい風がひゅうひゅうと吹く。"
"きゅーきゅー",きゅーきゅー,"副詞","","摩擦的吱呀声","新しい靴がきゅーきゅー鳴る。"
"ぎーぎー",ぎーぎー,"副詞","","刺耳的吱呀声","古いドアがぎーぎー音を立てる。"
"からから",からから,"副詞・形容動詞","","物体干燥发出的声音，喉咙干渴","喉がからからだ。"
"ぺらぺら",ぺらぺら,"副詞・形容動詞","","流利地说话，纸张轻薄翻动","彼は英語をぺらぺら話す。"
"がやがや",がやがや,"副詞・サ変動詞","","人群喧闹声","子供たちが廊下でがやがや騒いでいる。"
"ひそひそ",ひそひそ,"副詞","","小声私语","みんながひそひそ話している。"
"わいわい",わいわい,"副詞・サ変動詞","","欢乐喧闹声","パーティーでみんながわいわい盛り上がった。"
"ぐつぐつ",ぐつぐつ,"副詞","","炖煮食物的咕嘟声","鍋がぐつぐつ煮えている。"
"ぴちゃぴちゃ",ぴちゃぴちゃ,"副詞","","水花溅起声","足元で水がぴちゃぴちゃ跳ねる。"
"つるつる",つるつる,"副詞・形容動詞・サ変動詞","","光滑，滑溜","この肌はつるつるしている。"
"ざらざら",ざらざら,"副詞・形容動詞・サ変動詞","","粗糙，沙哑","この布は触るとざらざらしている。"
"べたべた",べたべた,"副詞・形容動詞・サ変動詞","","黏糊糊的","汗で服がべたべたする。"
"さらさら",さらさら,"副詞・形容動詞・サ変動詞","","沙沙作响，干爽，流畅","彼女の髪はさらさらだ。"
"ふわふわ",ふわふわ,"副詞・形容動詞・サ変動詞","","软绵绵，轻飘飘","ふわふわのパンケーキ。"
"もちもち",もちもち,"副詞・形容動詞・サ変動詞","","软糯Q弹","このお餅はもちもちしている。"
"ぐにゃぐにゃ",ぐにゃぐにゃ,"副詞・形容動詞","","软趴趴，弯曲变形","暑さでプラスチックがぐにゃぐにゃになった。"
"がちがち",がちがち,"副詞・形容動詞","","僵硬，顽固","寒さで体ががちがちだ。"
"きっちり",きっちり,"副詞","","严谨，精确，恰好","彼は時間をきっちり守る。"
"きらきら",きらきら,"副詞・サ変動詞","","闪闪发光","星が夜空にきらきら輝いている。"
"ぴかぴか",ぴかぴか,"副詞・形容動詞","","亮闪闪，崭新","新しい靴がぴかぴかだ。"
"ぼろぼろ",ぼろぼろ,"副詞・形容動詞","","破烂不堪，筋疲力尽","長年使った服はぼろぼろになった。"
"よれよれ",よれよれ,"副詞・形容動詞","","破旧，疲惫不堪","よれよれのシャツを着る。"
"しわしわ",しわしわ,"副詞・形容動詞","","皱巴巴的","アイロンをかけないとシャツがしわしわになる。"
"ずんずん",ずんずん,"副詞","","快速前进","彼は山道をずんずん登っていった。"
"めきめき",めきめき,"副詞","","显著进步，飞速成长","日本語がめきめき上達している。"
"すらすら",すらすら,"副詞","","流畅，毫不费力","難しい問題もすらすら解けた。"
"ぼろぼろ",ぼろぼろ,"副詞","","（说话）断断续续，（眼泪）簌簌落下","彼は泣きながらぼろぼろと話した。"
"うろうろ",うろうろ,"副詞・サ変動詞","","徘徊，晃来晃去","怪しい男が家の周りをうろうろしている。"
"ぶらぶら",ぶらぶら,"副詞・サ変動詞","","晃来晃去，闲逛","公園をぶらぶら散歩する。"
"とろとろ",とろとろ,"副詞・形容動詞","","慢吞吞，半睡半醒，食物煮得黏稠","スープがとろとろになるまで煮込む。"
"にこにこ",にこにこ,"副詞・サ変動詞","","微笑","彼はいつもにこにこしている。"
"げらげら",げらげら,"副詞","","哈哈大笑","みんながげらげら笑った。"
"くすくす",くすくす,"副詞","","窃笑","彼女はくすくすと笑いをこらえた。"
"しんしん",しんしん,"副詞","","静谧，雪花静静飘落","雪がしんしんと降る夜。"
"どきどき",どきどき,"副詞・サ変動詞","","心脏怦怦跳","試験の結果を聞くのがどきどきする。"
"わくわく",わくわく,"副詞・サ変動詞","","兴奋，期待","旅行に行くのがわくわくする。"
"ぞくぞく",ぞくぞく,"副詞・サ変動詞","","感到寒冷，兴奋发抖 (正反都有)","寒くて体がぞくぞくする。"
"いらいら",いらいら,"副詞・サ変動詞","","焦躁，不耐烦","待たされていらいらする。"
"もやもや",もやもや,"副詞・サ変動詞","","心情郁闷，模糊不清","心がもやもやする。"
"うつらうつら",うつらうつら,"副詞・サ変動詞","","似睡非睡，打盹","会議中にうつらうつらと居眠りをした。"
"うっとり",うっとり,"副詞・サ変動詞","","陶醉，入迷","美しい景色にうっとり見とれた。"
"うんざり",うんざり,"副詞・サ変動詞","","厌烦，厌倦","毎日同じ仕事でうんざりする。"
"へろへろ",へろへろ,"副詞・形容動詞","","精疲力尽","一日中歩いてへろへろになった。"
"くたくた",くたくた,"副詞・形容動詞","","筋疲力尽，破旧不堪","仕事でくたくたになった。"
"ぐずぐず",ぐずぐず,"副詞・サ変動詞","","磨蹭，拖延","いつまでもぐずぐずしないで早くしなさい。"
"もたもた",もたもた,"副詞・サ変動詞","","慢吞吞，手脚笨拙","彼は仕事がもたもたしている。"
"だらだら",だらだら,"副詞・サ変動詞","","懒散，汗水滴落，拖沓","夏の暑さで汗がだらだら流れる。"
"ごろごろ",ごろごろ,"副詞・サ変動詞","","懒散地躺着，大石头滚动","彼は週末は家でごろごろしている。"
"のろのろ",のろのろ,"副詞・サ変動詞","","慢吞吞地，缓慢地","渋滞で車がのろのろ進む。"
"てきぱき",てきぱき,"副詞・サ変動詞","","麻利地，利落地","彼女は仕事をてきぱきこなす。"
"きびきび",きびきび,"副詞・サ変動詞","","动作敏捷，干脆利落","彼はいつもきびきびと動く。"
"ふらふら",ふらふら,"副詞・サ変動詞","","摇摇晃晃，头晕","熱があって体がふらふらする。"
"よろよろ",よろよろ,"副詞・サ変動詞","","摇摇晃晃，蹒跚","お年寄りがよろよろと歩いている。"
"くるくる",くるくる,"副詞","","团团转，灵活转动","風で風車がくるくる回る。"
"てんてん",てんてん,"副詞・サ変動詞","","滚来滚去，四处转移","彼は職をてんてんとしている。"
"ぼちぼち",ぼちぼち,"副詞","","慢慢地，差不多该 (做某事了)","ぼちぼち帰りますか。"
"どかどか",どかどか,"副詞","","大声地，粗暴地","土足で部屋にどかどか入ってくるな。"
"ぞろぞろ",ぞろぞろ,"副詞","","成群结队地，拖拖拉拉地","観光客がぞろぞろと出てきた。"
"うとうと",うとうと,"副詞・サ変動詞","","打盹","ソファでうとうとと居眠りをする。"
"ぐっすり",ぐっすり,"副詞","","熟睡","赤ちゃんはぐっすり眠っている。"
"じっと",じっと,"副詞・サ変動詞","","一动不动地","彼はじっとこちらを見ている。"
"じろじろ",じろじろ,"副詞","","目不转睛地看，打量","人をじろじろ見るのは失礼だ。"
"ちらちら",ちらちら,"副詞・サ変動詞","","忽隐忽现，雪花/树叶飘落","雪がちらちら降り始めた。"
"ぱらぱら",ぱらぱら,"副詞","","零星下雨，书页翻动","雨がぱらぱら降ってきた。"
"ばらばら",ばらばら,"副詞・形容動詞","","散乱，分散","みんなの意見がばらばらだ。"
"ごちゃごちゃ",ごちゃごちゃ,"副詞・サ変動詞","","乱七八糟，混杂","机の上がごちゃごちゃしている。"
"ごしごし",ごしごし,"副詞","","用力擦洗","汚れをごしごしこすり落とす。"
"すたすた",すたすた,"副詞","","健步如飞","彼はすたすたと歩いて行った。"
"ずけずけ",ずけずけ,"副詞","","直言不讳，毫不客气","彼はずけずけと人のことを言う。"
"ぼつぼつ",ぼつぼつ,"副詞","","一点一点地，逐渐地","病気がぼつぼつ治ってきた。"
"こそこそ",こそこそ,"副詞・サ変動詞","","偷偷摸摸地","彼は何をこそこそ話しているのだろう。"
"ぶつぶつ",ぶつぶつ,"副詞","","抱怨，嘟囔，小疙瘩","彼は何かをぶつぶつ言っている。"
"ひらひら",ひらひら,"副詞・サ変動詞","","飘动，舞动","カーテンが風にひらひらと揺れている。"
"ぺこぺこ",ぺこぺこ,"副詞・形容動詞・サ変動詞","","肚子饿得咕咕叫，点头哈腰地","お腹がぺこぺこだ。"
"ふかふか",ふかふか,"副詞・形容動詞・サ変動詞","","柔软蓬松","ふかふかのソファに座る。"
"ちくちく",ちくちく,"副詞・サ変動詞","","刺痛，扎痛","毛布が肌にちくちくする。"
"ひりひり",ひりひり,"副詞・サ変動詞","","火辣辣的疼痛","傷口がひりひり痛む。"
"じんじん",じんじん,"副詞・サ変動詞","","麻木，刺痛","足がしびれてじんじんする。"
"ぱんぱん",ぱんぱん,"副詞・形容動詞","","饱满，鼓鼓的","お腹がぱんぱんだ。"
"がっしり",がっしり,"副詞・サ動詞","","结实，健壮","彼は体ががっしりしている。"
"どっしり",どっしり,"副詞・サ変動詞","","稳重，厚重","その建物はどっしりと建っている。"
