"恨む",うらむ,"Transitive verb, Godan conjugation","","Bear a grudge, resent","人を恨んでも、良いことは何もない。","There's nothing good that comes from resenting people."
"縮む",ちぢむ,"Intransitive verb, Godan conjugation","縮む - 縮める","Shrink, contract","このセーターは洗濯したら縮んでしまった。","This sweater shrank after being washed."
"悔やむ",くやむ,"Transitive verb, Godan conjugation","","Regret, repent","彼は過去の行動を深く悔やんでいる。","He deeply regrets his past actions."
"膨らむ",ふくらむ,"Intransitive verb, Godan conjugation","膨らむ - 膨らます","Swell, expand, (hopes/budget) increase","期待に胸が膨らむ。","My chest swells with anticipation."
"刈る","かる","Transitive verb, Godan conjugation","","Cut (grass, hair), mow, harvest","庭の芝生をきれいに刈った。","I neatly mowed the lawn in the garden."
"釣る","つる,"Transitive verb, Godan conjugation","","Fish, lure","週末は川へ魚を釣りに行く。","I'm going fishing in the river this weekend."
"撮る","とる,"Transitive verb, Godan conjugation","","Take (a photo), film","旅行の記念に写真をたくさん撮った。","I took many photos as a souvenir of the trip."
"振る","ふる,"Transitive verb, Godan conjugation","","Wave, shake, swing, sprinkle","彼女は悲しそうに首を横に振った。","She sadly shook her head."
"掘る","ほる,"Transitive verb, Godan conjugation","","Dig, excavate","庭に穴を掘って木を植えた。","I dug a hole in the garden and planted a tree."
"彫る","ほる,"Transitive verb, Godan conjugation","","Carve, engrave, sculpt","彼は木の板に見事な龍を彫った。","He carved a magnificent dragon into a wooden board."
"盛る","もる,"Transitive verb, Godan conjugation","","Serve (food), pile up","皿にパスタを大盛りに盛る。","Serve a large portion of pasta on the plate."
"至る","いたる,"Intransitive verb, Godan conjugation","","Reach, arrive at, lead to","山頂に至る道は険しい。","The path leading to the summit is steep."
"劣る","おとる,"Intransitive verb, Godan conjugation","","Be inferior to, be worse than","性能では新しいモデルに劣る。","It is inferior to the new model in performance."
"飾る","かざる,"Transitive verb, Godan conjugation","","Decorate, adorn","部屋に美しい花を飾った。","I decorated the room with beautiful flowers."
"腐る","くさる,"Intransitive verb, Godan conjugation","腐らせる","Rot, decay, spoil","冷蔵庫の中の牛乳が腐ってしまった。","The milk in the refrigerator went bad."
"削る","けずる,"Transitive verb, Godan conjugation","","Shave, sharpen, cut down","鉛筆をナイフで削る。","Sharpen the pencil with a knife."
"茂る","しげる,"Intransitive verb, Godan conjugation","","Grow thickly, be overgrown","夏になると、庭の木々が青々と茂る。","In summer, the trees in the garden grow luxuriantly green."
"縛る","しばる,"Transitive verb, Godan conjugation","","Bind, tie, restrain","古い新聞をひもで縛って捨てる。","Tie up old newspapers with string and throw them away."
"絞る","しぼる,"Transitive verb, Godan conjugation","","Wring, squeeze, rack (one's brains)","タオルを固く絞ってください。","Please wring the towel tightly."
"滑る","すべる,"Intransitive verb, Godan conjugation","滑らせる","Slip, slide","雪道で足が滑って転んでしまった。","My foot slipped on the snowy road and I fell."
"迫る","せまる,"Intransitive verb, Godan conjugation","","Approach, draw near, press (someone)","試験が目前に迫ってきた。","The exam is approaching soon."
"黙る","だまる,"Intransitive verb, Godan conjugation","","Be silent, shut up","彼は何か言いたそうだったが、結局黙っていた。","He seemed to want to say something, but in the end, he remained silent."
"殴る","なぐる,"Transitive verb, Godan conjugation","","Hit, punch","理由もなく人を殴ってはいけない。","You shouldn't hit people without reason."
"握る","にぎる,"Transitive verb, Godan conjugation","","Grip, grasp, hold","子供は母親の手をしっかりと握った。","The child firmly grasped his mother's hand."
"濁る","にごる,"Intransitive verb, Godan conjugation","濁す","Become cloudy, get muddy","大雨のせいで川の水が濁っている。","The river water is muddy because of the heavy rain."
"巡る","めぐる,"Intransitive verb, Godan conjugation","","Go around, travel around, concern","このバスは市内を巡って駅に戻る。","This bus goes around the city and returns to the station."
"潜る","もぐる,"Intransitive verb, Godan conjugation","","Dive, get under, go through","海に潜って美しいサンゴを見た。","I dived into the sea and saw beautiful coral."
"譲る","ゆずる,"Transitive verb, Godan conjugation","","Transfer, hand over, yield","お年寄りに席を譲った。","I yielded my seat to an elderly person."
"謝る","あやまる,"Intransitive verb, Godan conjugation","","Apologize, admit one's mistake","自分のミスを素直に謝った。","I honestly apologized for my mistake."
"偏る","かたよる,"Intransitive verb, Godan conjugation","","Be biased, be unbalanced","栄養が偏らないように、何でも食べなさい。","Eat everything so that your nutrition doesn't become unbalanced."
"透き通る","すきとおる,"Intransitive verb, Godan conjugation","","Be transparent, be clear","湖の水は底まで透き通っていた。","The lake water was clear to the bottom."
"煮る","にる,"Transitive verb, Ichidan conjugation","煮える","Boil, simmer","大根が柔らかくなるまで煮る。","Simmer the daikon radish until it becomes soft."
"診る","みる,"Transitive verb, Ichidan conjugation","","Examine (a patient), diagnose","医者に風邪を診てもらった。","I had the doctor examine my cold."
"飽きる","あきる,"Intransitive verb, Ichidan conjugation","","Get tired of, get bored with","毎日同じゲームで遊んでいたら飽きてきた。","I got tired of playing the same game every day."
"飢える","うえる,"Intransitive verb, Ichidan conjugation","","Starve, be hungry","戦争で多くの人々が飢えていた。","Many people were starving because of the war."
"殖える","ふえる,"Intransitive verb, Ichidan conjugation","殖やす","Multiply, increase (in number)","最近、ネズミが殖えて困っている。","Recently, the number of mice has increased, which is a problem."
"訴える","うったえる,"Transitive verb, Ichidan conjugation","","Sue, appeal, complain","彼は会社を相手取って損害賠償を訴えた。","He sued the company for damages."
"蓄える","たくわえる,"Transitive verb, Ichidan conjugation","","Store, accumulate, save","冬に備えて食料を蓄える。","Stock up on food in preparation for winter."
"掛ける","かける,"Transitive verb, Ichidan conjugation","掛かる","Hang, spend (time/money)","壁に絵を掛ける。","Hang a picture on the wall."
"避ける","さける,"Transitive verb, Ichidan conjugation","","Avoid, evade","水たまりを避けて歩いた。","I walked avoiding the puddles."
"漬ける","つける,"Transitive verb, Ichidan conjugation","漬かる","Soak, pickle","野菜を塩水に漬ける。","Soak the vegetables in salt water."
"怠ける","なまける,"Intransitive verb, Ichidan conjugation","","Be lazy, neglect","勉強を怠けると、試験に合格できないよ。","If you neglect your studies, you won won't be able to pass the exam."
"揚げる","あげる,"Transitive verb, Ichidan conjugation","揚がる","Deep-fry; raise (a flag)","鶏肉に衣をつけて揚げる。","Coat the chicken and deep-fry it."
"焦げる","こげる,"Intransitive verb, Ichidan conjugation","焦がす","Burn, char","パンが焦げてしまったので、食べられなかった。","The bread got burnt, so I couldn't eat it."
"妨げる","さまたげる,"Transitive verb, Ichidan conjugation","","Obstruct, hinder","彼の睡眠を妨げないように、静かにしてください。","Please be quiet so as not to disturb his sleep."
"載せる","のせる,"Transitive verb, Ichidan conjugation","載る","Place on, publish","荷物を棚の上に載せてください。","Please put the luggage on the shelf."
"慌てる","あわてる,"Intransitive verb, Ichidan conjugation","","Panic, be in a hurry","地震が起きても、慌てずに落ち着いて行動してください。","Even if an earthquake occurs, don't panic; act calmly."
"隔てる","へだてる,"Transitive verb, Ichidan conjugation","隔たる","Separate, partition","この川が二つの町を隔てている。","This river separates the two towns."
"企てる","くわだてる,"Transitive verb, Ichidan conjugation","","Plan, attempt, conspire","彼らは銀行強盗を企てたが、失敗に終わった。","They attempted a bank robbery, but it ended in failure."
"兼ねる","かねる,"Transitive verb, Ichidan conjugation","","Serve concurrently as, combine","彼は社長と監督を兼ねている。","He serves as both president and director."
"跳ねる","はねる,"Intransitive verb, Ichidan conjugation","","Jump, splash","雨の日に車が泥水を跳ねた。","On a rainy day, the car splashed muddy water."
"尋ねる","たずねる,"Transitive verb, Ichidan conjugation","","Ask, inquire","道を尋ねるために、警察官に声をかけた。","I spoke to a police officer to ask for directions."
"締める","しめる,"Transitive verb, Ichidan conjugation","締まる","Tighten, fasten","シートベルトをしっかりと締めてください。","Please fasten your seatbelt securely."
"攻める","せめる,"Transitive verb, Ichidan conjugation","","Attack, assault","相手の弱点を集中的に攻める。","Concentrate the attack on the opponent's weak points."
"納める","おさめる,"Transitive verb, Ichidan conjugation","納まる","Pay (tax), store, collect","税金を期限までに納めなければならない。","Taxes must be paid by the deadline."
"勧める","すすめる,"Transitive verb, Ichidan conjugation","","Recommend, advise","友人にこの本を読むように勧めた。","I recommended this book to my friend."
"眺める","ながめる,"Transitive verb, Ichidan conjugation","","Gaze at, view","窓から美しい景色を眺めるのが好きだ。","I like to gaze at the beautiful scenery from the window."
"慰める","なぐさめる,"Transitive verb, Ichidan conjugation","","Comfort, console","失恋した友人を一生懸命慰めた。","I tried my best to comfort my heartbroken friend."
"揺れる","ゆれる,"Intransitive verb, Ichidan conjugation","揺らす","Shake, sway","船が波で大きく揺れた。","The boat swayed greatly with the waves."
"負う","おう,"Transitive verb, Godan conjugation","","Bear (a burden), carry, owe","彼はその事故の責任を全て負った。","He took full responsibility for the accident."
"舞う","まう,"Intransitive verb, Godan conjugation","","Dance, flutter, whirl","桜の花びらが風に舞っている。","Cherry blossom petals are fluttering in the wind."
"競う","きそう,"Transitive verb, Godan conjugation","","Compete, contend","二人の選手が一位を競っている。","Two athletes are competing for first place."
"担う","になう,"Transitive verb, Godan conjugation","","Bear (a responsibility), carry (on one's shoulders)","次世代を担う若者を育てる。","To foster young people who will bear the next generation."
"養う","やしなう,"Transitive verb, Godan conjugation","","Nurture, cultivate, support (family)","彼は家族を養うために、一生懸命働いている。","He works hard to support his family."
"損なう","そこなう,"Transitive verb, Godan conjugation","","Harm, damage, impair","不適切な発言が彼の評判を損なった。","Inappropriate remarks damaged his reputation."
"恥じらう","はじらう,"Intransitive verb, Godan conjugation","","Feel shy, be bashful","彼女は褒められて、恥じらって顔を赤らめた。","She blushed with shyness when she was praised."
"見計らう","みはからう,"Transitive verb, Godan conjugation","","Choose the right time, use one's discretion","タイミングを見計らって発言する。","Speak when the timing is right."
"説く","とく,"Transitive verb, Godan conjugation","","Explain, preach, persuade","仏の教えを人々に説く。","He preached the teachings of Buddha to the people."
"築く",きずく,"Transitive verb, Godan conjugation","","Build, construct, establish","彼らは長年の努力で、信頼関係を築いた。","They built a relationship of trust through many years of effort."
"背く",そむく,"Intransitive verb, Godan conjugation","","Disobey, betray","親の期待に背くことはできない。","I cannot betray my parents' expectations."
"導く",みちびく,"Transitive verb, Godan conjugation","","Lead, guide","先生は生徒たちを成功へと導いた。","The teacher led the students to success."
"接ぐ",つぐ,"Transitive verb, Godan conjugation","","Join, graft, set (a bone)","折れた枝を接いで、テープで固定した。","I joined the broken branch and fixed it with tape."
"研ぐ",とぐ,"Transitive verb, Godan conjugation","","Sharpen, polish; wash (rice)","包丁を研いだら、よく切れるようになった。","After sharpening the knife, it became very sharp."
"担ぐ",かつぐ,"Transitive verb, Godan conjugation","","Carry on one's shoulders, shoulder; be superstitious","大きな荷物を肩に担ぐ。","To carry heavy luggage on one's shoulder."
"召す",めす,"Honorific verb, Godan conjugation","","Eat, drink, wear (honorific)","先生、どうぞお茶を召してください。","Teacher, please have some tea."
"記す",しるす,"Transitive verb, Godan conjugation","","Write down, note down","大切なことを手帳に記しておく。","I'll write down important things in my notebook."
"逃す",のがす,"Transitive verb, Godan conjugation","逃れる","Miss (an opportunity), let escape","絶好のチャンスを逃してしまった。","I missed a golden opportunity."
"耕す",たがやす,"Transitive verb, Godan conjugation","","Cultivate, farm, till","農家は春になると畑を耕す。","Farmers till the fields in spring."
"著す",あらわす,"Transitive verb, Godan conjugation","","Write, author, publish","彼は自身の経験についての本を著した。","He authored a book about his own experiences."
"志す",こころざす,"Transitive verb, Godan conjugation","","Aspire to, aim for","彼は医者を志して、医学部に進学した。","He aspired to be a doctor and advanced to medical school."

"明かす","あかす","Transitive verb, Godan conjugation","明ける","Reveal, disclose; spend (the night)","彼はついに秘密を明かした。","He finally revealed the secret."
"生かす","いかす,"Transitive verb, Godan conjugation","生きる","Make use of, utilize, bring to life","自分の経験を仕事に生かす。","I'll make use of my experience in my work."
"抜かす","ぬかす,"Transitive verb, Godan conjugation","抜ける","Omit, skip","大事な部分を抜かして読んではいけない。","You shouldn't skip important parts when reading."
"生やす","はやす,"Transitive verb, Godan conjugation","生える","Grow (beard, grass, etc.)","彼は口ひげを生やしている。","He's growing a mustache."
"費やす","ついやす,"Transitive verb, Godan conjugation","","Spend (time, money), consume","研究に多くの時間を費やした。","I spent a lot of time on research."
"交わす","かわす,"Transitive verb, Godan conjugation","","Exchange, reciprocate","新年の挨拶を交わした。","We exchanged New Year's greetings."
"冷やかす","ひやかす,"Transitive verb, Godan conjugation","","Tease, make fun of; window-shop","カップルを冷やかしてはいけません。","You shouldn't tease couples."
"断つ","たつ,"Transitive verb, Godan conjugation","","Cut off, sever, abstain from","彼はきっぱりと酒を断った。","He resolutely stopped drinking alcohol."
"保つ","たもつ,"Transitive verb, Godan conjugation","","Maintain, keep, preserve","若さを保つために運動をしている。","I exercise to maintain my youth."
"尊ぶ","とうとぶ,"Transitive verb, Godan conjugation","","Respect, revere, honor","我々は伝統的な文化を尊ぶべきだ。","We should respect traditional culture."
"産む","うむ,"Transitive verb, Godan conjugation","生まれる","Give birth to, lay (eggs)","庭の猫が子猫を五匹産んだ。","The cat in the garden gave birth to five kittens."
"富む","とむ,"Intransitive verb, Godan conjugation","","Be rich in, abound in","彼は経験に富んだ人物だ。","He is a person rich in experience."
"病む","やむ,"Intransitive verb, Godan conjugation","","Be ill, suffer from (a disease)","彼は長い間、心を病んでいた。","He had been mentally ill for a long time."
"歩む","あゆむ,"Intransitive verb, Godan conjugation","","Walk, proceed (abstract)","彼女は彼と新しい人生を歩み始めた。","She began a new life with him."
"絡む","からむ,"Intransitive verb, Godan conjugation","絡める","Entangle, be involved","この事件には複雑な人間関係が絡んでいる。","Complex human relationships are intertwined with this incident."
"涼む","すずむ,"Intransitive verb, Godan conjugation","","Cool oneself, enjoy the cool air","夕方、縁側で涼んだ。","In the evening, I cooled myself on the veranda."
"恵む","めぐむ,"Transitive verb, Godan conjugation","","Bestow, grant, give alms","貧しい人々に食料を恵んだ。","I gave food to poor people."
"営む","いとなむ,"Transitive verb, Godan conjugation","","Run (a business), manage","彼は小さなレストランを営んでいる。","He runs a small restaurant."
"危ぶむ","あやぶむ,"Transitive verb, Godan conjugation","","Fear, be apprehensive about, doubt","計画の成功が危ぶまれている。","The success of the plan is doubted."
"反る","そる,"Intransitive verb, Godan conjugation","反らす","Warp, bend back","湿気で本の表紙が反ってしまった。","The book cover warped due to humidity."
"練る","ねる,"Transitive verb, Godan conjugation","","Knead, refine, elaborate (a plan)","旅行の計画をじっくり練る。","Elaborately plan the trip."
"煙る","けむる,"Intransitive verb, Godan conjugation","","Smoke, be hazy with smoke","遠くの山が霧で煙って見える。","The distant mountains appear hazy with fog."
"募る","つのる,"Intransitive verb, Godan conjugation","","Grow stronger, intensify","会えない時間が長くなるほど、思いは募る。","The longer we can't meet, the stronger my feelings become."
"図る","はかる,"Transitive verb, Godan conjugation","","Plan, devise, attempt","問題の早期解決を図る。","To seek an early resolution to the problem."
"勝る","まさる,"Intransitive verb, Godan conjugation","","Surpass, excel","経験は知識に勝ることもある。","Experience can sometimes surpass knowledge."
"操る","あやつる,"Transitive verb, Godan conjugation","","Manipulate, operate, handle skillfully","彼は五つの言語を自由に操る。","He can freely manipulate five languages."
"誤る","あやまる,"Transitive verb, Godan conjugation","","Make a mistake, err","運転を誤って事故を起こした。","He caused an accident by mishandling the driving."
"受かる","うかる,"Intransitive verb, Godan conjugation","受ける","Pass (an exam), be accepted","彼は希望していた大学に受かった。","He passed the entrance exam for the university he wanted."
"群がる","むらがる,"Intransitive verb, Godan conjugation","","Swarm, gather, flock","砂糖にアリが群がっている。","Ants are swarming on the sugar."
"連なる","つらなる,"Intransitive verb, Godan conjugation","連ねる","Be connected, extend, line up","遠くに連なる山々が見える。","I can see mountains stretching in the distance."
"交わる","まじわる,"Intransitive verb, Godan conjugation","交える","Cross, intersect, associate with","二つの直線は一点で交わる。","Two straight lines intersect at one point."
"老いる","おいる,"Intransitive verb, Ichidan conjugation","","Grow old, age","人は誰でも老いるものだ。","Everyone grows old."
"強いる","しいる,"Transitive verb, Ichidan conjugation","","Force, compel, impose","自分の意見を他人に強いてはいけない。","You shouldn't impose your opinions on others."
"率いる","ひきいる,"Transitive verb, Ichidan conjugation","","Lead, command, guide","将軍は一万の兵を率いて出発した。","The general departed leading an army of ten thousand soldiers."
"恥じる","はじる,"Transitive verb, Ichidan conjugation","","Feel ashamed, be embarrassed","彼は自分の行動を深く恥じた。","He deeply regretted his actions."
"重んじる","おもんじる,"Transitive verb, Ichidan conjugation","","Value, respect, attach importance to","この会社は結果よりもプロセスを重んじる。","This company values the process more than the results."
"帯びる","おびる,"Transitive verb, Ichidan conjugation","","Be tinged with, wear, carry","彼の目には憂いの色が帯びていた。","His eyes were tinged with sadness."
"省みる","かえりみる,"Transitive verb, Ichidan conjugation","","Reflect on, look back upon","過去の失敗を省みて、未来に生かす。","Reflect on past failures and make use of them for the future."
"試みる","こころみる,"Transitive verb, Ichidan conjugation","","Try, attempt","新しい方法を試みる価値はある。","It's worth trying a new method."
"経る","へる,"Intransitive verb, Ichidan conjugation","","Pass (time, place), go through","十年を経て、町は大きく変わった。","After ten years, the town changed significantly."
"絶える","たえる,"Intransitive verb, Ichidan conjugation","絶やす","Cease, die out, be interrupted","山頂からの通信が絶えてしまった。","Communication from the summit was cut off."
"映える","はえる,"Intransitive verb, Ichidan conjugation","","Shine, look good (against), be enhanced","青い空に紅葉がよく映える。","The autumn leaves look beautiful against the blue sky."
"構える","かまえる,"Transitive verb, Ichidan conjugation","","Set up, establish, assume (a posture)","彼は川のそばに家を構えた。","He built a house by the river."
"仕える","つかえる,"Intransitive verb, Ichidan conjugation","","Serve, work for","昔、彼は王に仕えていた。","In the past, he served the king."
"生ける","いける,"Transitive verb, Ichidan conjugation","","Arrange (flowers); keep alive","花瓶にバラを生けた。","I arranged roses in the vase."
"化ける","ばける,"Intransitive verb, Ichidan conjugation","","Transform, disguise oneself","キツネは美しい女性に化けると言われている。","It is said that foxes transform into beautiful women."
"更ける","ふける,"Intransitive verb, Ichidan conjugation","","Get late (night)","夜が更けるまで語り合った。","We talked until late at night."
"老ける","ふける,"Intransitive verb, Ichidan conjugation","","Age, look older","苦労が続いて、彼は急に老けたように見えた。","Due to continuous hardships, he suddenly looked older."
"授ける","さずける,"Transitive verb, Ichidan conjugation","授かる","Grant, confer, teach","王は彼に勲章を授けた。","The king conferred a medal on him."
"設ける","もうける,"Transitive verb, Ichidan conjugation","","Set up, establish, provide","駅前に新しいバス停が設けられた。","A new bus stop was set up in front of the station."
"挙げる","あげる,"Transitive verb, Ichidan conjugation","挙がる","Raise, cite, hold (a ceremony)","例を一つ挙げてください。","Please give one example."
"告げる","つげる,"Transitive verb, Ichidan conjugation","","Inform, announce, tell","審判は試合の終了を告げた。","The referee announced the end of the match."
"和らげる","やわらげる,"Transitive verb, Ichidan conjugation","和らぐ","Soften, alleviate, soothe","この薬は痛みを和らげる効果がある。","This medicine has the effect of alleviating pain."
"果てる","はてる,"Intransitive verb, Ichidan conjugation","","End, die","長い旅の果てに、彼は故郷にたどり着いた。","At the end of a long journey, he finally reached his hometown."
"定める","さだめる,"Transitive verb, Ichidan conjugation","定まる","Decide, establish, determine","会議で今後の方針を定める。","Decide the future policy at the meeting."
"乱れる","みだれる,"Intransitive verb, Ichidan conjugation","乱す","Be disordered, be disheveled, be disturbed","風で髪が乱れてしまった。","My hair got disheveled by the wind."
"敗れる","やぶれる,"Intransitive verb, Ichidan conjugation","破る","Be defeated, lose","我々のチームは決勝戦で敗れた。","Our team was defeated in the final match."
"訪れる","おとずれる,"Transitive verb, Ichidan conjugation","","Visit, arrive","毎年多くの観光客がこの町を訪れる。","Many tourists visit this town every year."
"値する","あたいする,"Intransitive verb, Sa-gyō irregular conjugation","","Be worthy of, deserve","彼の行動は尊敬に値する。","His actions are worthy of respect."
"添う","そう,"Intransitive verb, Godan conjugation","添える","Accompany, meet (expectations)","いつも妻の期待に添える夫でありたい。","I always want to be a husband who can meet my wife's expectations."
"襲う","おそう,"Transitive verb, Godan conjugation","","Attack,襲う","クマに襲われないように注意してください。","Please be careful not to be attacked by bears."
"慕う","したう,"Transitive verb, Godan conjugation","","Yearn for, adore, look up to","彼女は多くの学生から慕われている先生だ。","She is a teacher admired by many students."
"潤う","うるおう,"Intransitive verb, Godan conjugation","潤す","Be moistened, be enriched","クリームを塗って肌が潤った。","My skin became moisturized after applying cream."
"漂う","ただよう,"Intransitive verb, Godan conjugation","","Drift, float, waft","部屋にコーヒーの香りが漂っている。","The scent of coffee is wafting in the room."
"繕う","つくろう,"Transitive verb, Godan conjugation","","Mend, repair, patch up","破れたズボンを繕う。","Mend the torn trousers."
"賄う","まかなう,"Transitive verb, Godan conjugation","","Provide, cover (expenses)","この奨学金で学費のすべてを賄うことができる。","This scholarship can cover all tuition fees."
"裁く","さばく,"Transitive verb, Godan conjugation","","Judge, pass judgment on","裁判官は公平に被告人を裁かなければならない。","Judges must fairly judge the accused."
"喚く","わめく,"Intransitive verb, Godan conjugation","","Shout, yell, scream","子供がおもちゃが欲しいと大声で喚いている。","The child is screaming loudly that they want a toy."
"懐く","なつく,"Intransitive verb, Godan conjugation","","Become attached to, tame","この犬はなかなか人に懐かない。","This dog doesn't easily get attached to people."
"欺く","あざむく,"Transitive verb, Godan conjugation","","Deceive, trick, cheat","言葉巧みに人を欺く。","Deceive people with clever words."
"貫く","つらぬく,"Transitive verb, Godan conjugation","","Penetrate, go through, carry out (one's beliefs)","困難な状況でも、彼は自分の信念を貫いた。","Even in difficult situations, he held on to his beliefs."
"赴く","おもむく,"Intransitive verb, Godan conjugation","","Proceed to, go to, head for","彼は新しい任地に赴いた。","He proceeded to his new post."
"継ぐ",つぐ,"Transitive verb, Godan conjugation","","Succeed (in a family business), inherit","彼は父の会社を継ぐことになっている。","He is to inherit his father's company."
"仰ぐ",あおぐ,"Transitive verb, Godan conjugation","","Look up to, revere, ask for (advice)","夜空を仰ぐと、満天の星が輝いていた。","When I looked up at the night sky, it was full of shining stars."
