"address","作讲话； 写姓名地址; 地址；讲话","He gave a formal address to the conference attendees.","他向與會者發表了正式講話。"
"spiral","盘旋；盘旋上升；急剧增长; 螺旋形的; 螺旋形； 螺旋式的上升","The price of housing has been in an upward spiral for years.","多年來，房價一直處於螺旋式上升狀態。"
"artistic","艺术的； 富有艺术性的， 精美的； 有艺术天赋的","Her paintings show great artistic talent.","她的畫作展現了極高的藝術天分。"
"ramble","漫游；漫谈，闲聊; 漫步","He tends to ramble when he's nervous.","他緊張的時候說話容易語無倫次。"
"vocation","职业； 使命感； 圣召","She believes that nursing is her true vocation.","她相信護理是她真正的使命。"
"halt","停住， 停下; 停止，阻止；暂停","The project came to a halt due to a lack of funding.","由於缺乏資金，該專案陷入停頓。"
"throw","投，掷，抛；丢，扔；使陷入，使处于；使困惑，使吃惊; 投， 掷， 抛； 投掷的距离","Don't throw stones at the window!","別朝窗戶扔石頭！"
"sunset","日落， 傍晚","We watched the beautiful sunset over the ocean.","我們觀看了海上美麗的日落。"
"stature","身材， 身高； 地位， 声望， 名望","He is a politician of considerable stature and influence.","他是一位地位和影響力都相當可觀的政治家。"
"dogged","顽强的， 坚持不懈的； 顽固的， 固执的","Her dogged determination helped her overcome many obstacles.","她頑強的決心幫助她克服了許多障礙。"
"plasma","血浆； 等离子体","Plasma is the liquid component of blood.","血漿是血液的液體成分。"
"exorbitant","过高的， 不合理的","The hotel charges exorbitant prices for its rooms.","這家酒店的房價高得離譜。"
"surgery","外科手术； 外科学； 手术室， 诊疗室","He will need surgery to repair the damaged knee.","他需要動手術來修復受損的膝蓋。"
"violent","暴力的； 感情强烈的， 激情的； 强烈的， 激烈的","The movie was too violent for young children.","這部電影對幼兒來說太暴力了。"
"inaccessible","难达到的， 不可及的； 不能得到的","The remote village is inaccessible by car during the winter.","在冬季，汽車無法到達那個偏遠的村莊。"
"resolve","解决；决定，决心；分解；显现; 决心， 决议","We need to resolve this issue as soon as possible.","我們需要盡快解決這個問題。"
"choreograph","设计舞蹈动作， 编舞","She was hired to choreograph the dance scenes for the musical.","她被聘請為這部音樂劇編排舞蹈場景。"
"nonverbal","非语言的","Body language is a powerful form of nonverbal communication.","肢體語言是一種強有力的非語言溝通方式。"
"deploy","部署， 调度； 利用","The company plans to deploy its new software across all branches.","該公司計劃在所有分支機構部署其新軟體。"
"reproduce","繁殖， 生育； 复制； 再现","The artist was able to reproduce the famous painting with amazing accuracy.","這位藝術家能夠以驚人的準確度複製這幅名畫。"
"skeleton","梗概， 提纲； 骨架， 骨骼； 框架","The human skeleton is composed of 206 bones.","人體骨骼由206塊骨頭組成。"
"huddle","聚集在一起， 挤作一团； 蜷缩， 缩成一团， 蜷缩; 挤在一起的人","The penguins huddle together for warmth during the cold winter.","企鵝們在寒冷的冬天擠在一起取暖。"
"syntactic","句法的； 按照句法的","The computer program checks for syntactic errors in the code.","這個電腦程式會檢查代碼中的語法錯誤。"
"rendition","表演， 演唱； 提供， 给予； 翻译","Her rendition of the classic song was breathtaking.","她對那首經典歌曲的演繹令人屏息。"
"intersection","交点； 十字路口， 道路交叉口","Be careful when you cross the busy intersection.","過這個繁忙的十字路口時要小心。"
"scholarship","奖学金； 学问， 学识","She won a scholarship to study at a prestigious university.","她贏得了在一所著名大學學習的獎學金。"
"myriad","无数的； 大量的; 无数；大量","The night sky was filled with a myriad of stars.","夜空中佈滿了無數的星星。"
"besides","而且， 还有; 除…之外","Besides being a talented musician, he is also an excellent painter.","他不僅是一位才華橫溢的音樂家，也是一位出色的畫家。"
"disperse","分散， 散开； 疏散； 散布","The police used tear gas to disperse the crowd.","警察使用催淚瓦斯來驅散人群。"
"incinerate","焚化， 焚毁","The factory was built to incinerate industrial waste safely.","這家工廠的建立是為了安全地焚燒工業廢料。"
"fantasy","想象， 幻想","He lives in a fantasy world and refuses to face reality.","他活在一個幻想世界裡，拒絕面對現實。"
"capillary","毛状的； 毛细血管的; 毛细血管","Capillaries are the smallest blood vessels in the body.","毛細血管是體內最小的血管。"
"deform","变形","The intense heat caused the plastic bottle to deform.","高溫導致塑膠瓶變形。"
"informative","提供消息的， 给予知识的； 见闻广博的","The documentary about ancient Egypt was very informative.","那部關於古埃及的紀錄片內容非常豐富。"
"check","支票；账单；","Can I pay by check?","我可以用支票付款嗎？"
"frustrate","使感到灰心， 挫败； 阻止","His inability to solve the problem began to frustrate him.","他因無法解決問題而開始感到沮喪。"
"sparse","稀疏的， 稀少的； 贫乏的","The vegetation in the desert is sparse.","沙漠裡的植被很稀疏。"
"gorgeous","漂亮的； 令人愉快的； 华丽的， 灿烂的","She looked gorgeous in her wedding dress.","她穿著婚紗看起來美極了。"
"pragmatic","务实的， 注重实效的， 实用的","We need a pragmatic approach to solve this complex issue.","我們需要一個務實的方法來解決這個複雜的問題。"
"erosion","腐蚀， 侵蚀； 削弱， 减少","Soil erosion is a major environmental problem in many parts of the world.","水土流失是世界許多地區的主要環境問題。"
"methane","甲烷， 沼气","Methane is a powerful greenhouse gas.","甲烷是一種強效的溫室氣體。"
"tectonic","地壳构造的","The earthquake was caused by the movement of tectonic plates.","地震是由地殼構造板塊的運動引起的。"
"superstitious","迷信的， 受迷信思想支配的","Many people are superstitious about the number 13.","許多人對數字13很迷信。"
"ascend","上升， 升高； 攀登","The climbers slowly began to ascend the mountain.","登山者們開始緩慢地攀登那座山。"
"elasticity","弹力； 弹性","The material's elasticity allows it to return to its original shape.","這種材料的彈性使其能夠恢復到原來的形狀。"
"proactive","积极主动的； 先发制人的","Instead of waiting for problems to happen, we should take a proactive approach.","我們應該採取積極主動的方法，而不是等待問題發生。"
"aboriginal","原始的；土著的，土生土长的; 土著","The museum has a fascinating exhibition on Aboriginal art and culture.","博物館有一個關於原住民藝術和文化的迷人展覽。"
"indispensable","必不可少的","A good dictionary is indispensable for learning a new language.","一本好字典對於學習一門新語言是必不可少的。"
"lens","透镜； 镜头； 镜片","The photographer used a wide-angle lens to capture the landscape.","攝影師使用廣角鏡頭來拍攝風景。"
"embody","表达， 体现； 含有","She embodies the spirit of kindness and generosity.","她體現了善良與慷慨的精神。"
"verifiable","可证实的， 可核实的","All claims in the report must be supported by verifiable evidence.","報告中的所有主張都必須有可核實的證據支持。"
"comprehensible","可理解的， 能懂的， 能充分理解的","He explained the complex theory in a clear and comprehensible way.","他以一種清晰易懂的方式解釋了那個複雜的理論。"
"motive","发动的； 导致运动的; 动机，目的","The police are still investigating the motive for the crime.","警方仍在調查犯罪動機。"
"elliptical","椭圆的； 隐晦的； 省略的， 简略的","The planets move in elliptical orbits around the sun.","行星沿著橢圓軌道圍繞太陽運行。"
"emancipate","解放， 解除","The new law was intended to emancipate the workers from unfair conditions.","新法律旨在將工人從不公平的條件中解放出來。"
"romantic","爱情的； 浪漫的， 富有情调的； 多情的； 不切实际的， 幻想的； [R-]浪漫主义的","They went for a romantic walk on the beach at sunset.","他們在日落時分去海灘進行了一次浪漫的散步。"
"motivate","激励； 激发","A good coach knows how to motivate the team to perform at their best.","一位好的教練知道如何激勵團隊發揮出最佳水平。"
"spoil","破坏； 宠坏， 溺爱； 变质","Don't leave the milk out of the fridge, or it will spoil.","不要把牛奶放在冰箱外面，否則它會變質。"
"multiply","增加； 繁殖； 乘","The bacteria can multiply rapidly in warm conditions.","在溫暖的條件下，細菌可以迅速繁殖。"
"pasture","牧场，草原；","The sheep were grazing peacefully in the green pasture.","羊群在綠色的牧場上安詳地吃草。"
"conducive","有助于…的， 有益于…的","A quiet environment is conducive to studying.","一個安靜的環境有助於學習。"
"pilot","试验性的; 飞行员，领航员；领导人; 驾驶， 领航； 试行， 试用； 使通过， 引导","The company is launching a pilot program to test the new software.","公司正在啟動一個試點計畫來測試新軟體。"
"curative","有助于治疗的，有疗效的; 药物","Some people believe in the curative powers of certain herbs.","有些人相信某些草藥具有療效。"
"cartilage","软骨","The shark's skeleton is made of cartilage, not bone.","鯊魚的骨骼是由軟骨而非骨頭構成的。"
"snide","伪造的； 不诚实的； 讽刺的， 挖苦的， 含沙射影的","He made a snide remark about her new haircut.","他對她的新髮型發表了尖酸刻薄的評論。"
"multiple","多样的；多重的; 倍数","The victim suffered multiple injuries in the accident.","受害者在事故中遭受了多處傷害。"
"expose","暴露， 显露； 揭露， 揭穿； 使接触， 使面临","The investigation exposed a major corruption scandal.","這次調查揭露了一樁重大的腐敗醜聞。"
"magnet","磁铁， 磁体； 有吸引力的人","The city has become a magnet for young artists and musicians.","這座城市已成為吸引年輕藝術家和音樂家的地方。"
"versatile","多才多艺的； 多用途的","This is a versatile tool that can be used for many different tasks.","這是一個可用於許多不同任務的多功能工具。"
"concentrate","集中，专心；","I can't concentrate on my work with all this noise.","在這麼嘈雜的環境下，我無法專心工作。"
"versus","对， 对抗； 与…相对， 与…相比","Tonight's game is the home team versus their biggest rivals.","今晚的比賽是主隊對抗他們最大的對手。"
"penmanship","书法","He was praised for his excellent penmanship.","他因其出色的書法而受到稱讚。"
"tundra","苔原， 冻原， 冻土地带","The arctic tundra is a harsh environment with very few trees.","北極苔原是一個幾乎沒有樹木的嚴酷環境。"
"explosion","爆炸； 爆发； 激增","There was a sudden explosion of interest in vintage fashion.","人們對復古時尚的興趣突然激增。"
"tinker","做焊锅匠；做拙劣修补; 补锅匠","He likes to tinker with old cars in his garage.","他喜歡在他的車庫裡修補舊汽車。"
"populate","居住于","The island is populated by a variety of rare bird species.","島上居住著各種珍稀鳥類。"
"puncture","刺穿；泄气，挫伤; 小孔； 刺伤","A sharp nail punctured the tire of my bicycle.","一根尖銳的釘子刺穿了我的自行車輪胎。"
"permit","允许， 许可; 许可证， 执照","You need a permit to fish in this lake.","在這個湖裡釣魚需要許可證。"
"translation","翻译； 译文， 译本","The novel has been published in several different translations.","這部小說已經出版了幾種不同的譯本。"
"personnel","全体人员， 员工","All personnel are required to attend the safety training.","所有人員都必須參加安全培訓。"
"splash","溅， 泼; 重点文章；溅上的液体；斑点","The car drove through the puddle, splashing muddy water everywhere.","汽車駛過水坑，把泥水濺得到處都是。"
"fountain","喷泉； 丰富来源， 源泉","The hotel lobby features a beautiful marble fountain.","酒店大廳中央有一座美麗的大理石噴泉。"
"catalog","目录","You can order the items from our latest catalog.","您可以從我們最新的目錄中訂購商品。"
"part-time","兼职的； 部分时间的","She works part-time at the local bookstore.","她在當地的書店做兼職工作。"
"pioneer","开拓，开创; 开拓者， 创始人","He was a pioneer in the field of computer science.","他是計算機科學領域的先驅。"
"chilly","寒冷的； 冷淡的， 不友好的","It's a bit chilly today, so you should wear a jacket.","今天有點冷，你應該穿件夾克。"
"flagellum","[昆] 鞭毛；鞭子；鞭状匍匐枝","Bacteria use their flagellum to move through liquid.","細菌利用其鞭毛在液體中移動。"
"rhinoceros","犀牛","The rhinoceros is known for the large horn on its nose.","犀牛以其鼻子上的大角而聞名。"
"implication","含义； 暗示， 暗指； 卷入， 牵连","The implication of his statement was that he was not satisfied.","他聲明的言外之意是他並不滿意。"
"fierce","凶猛的， 残忍的； 狂热的， 强烈的； 激烈的， 猛烈的","The two teams have a fierce rivalry.","這兩支隊伍之間有著激烈的競爭關係。"
"reservation","预约， 预订； 保留意见， 疑惑； 居留地","I'd like to make a dinner reservation for two people.","我想預訂兩個人的晚餐座位。"
"block","阻塞；阻碍，妨碍; 大块； 街区； 障碍物","A fallen tree is blocking the road.","一棵倒下的樹擋住了路。"
"cordial","亲切的， 热诚的","We received a cordial welcome from our hosts.","我們受到了主人的熱情歡迎。"
"odorous","有气味的， 难闻的； 香的， 芬芳的","The durian fruit is known for its strong, odorous smell.","榴槤以其強烈的氣味而聞名。"
"cooperation","合作， 协作","This project requires close cooperation between all departments.","這個專案需要所有部門之間的密切合作。"
"conceit","自负， 自大","His conceit was so great that he couldn't see his own mistakes.","他的自負如此之大，以至於他看不到自己的錯誤。"
"modulate","调整， 调节； 调制","She can modulate her voice to express different emotions.","她可以調節自己的聲音來表達不同的情感。"
"mottled","有杂色的， 斑驳的","The bird's eggs were a pale blue, mottled with brown spots.","鳥蛋是淡藍色的，上面有棕色的斑點。"
"morphology","形态学， 形态论","The scientist is studying the morphology of insects.","這位科學家正在研究昆蟲的形態學。"
"distant","远离的， 遥远的； 疏远的， 冷淡的； 久远的； 不同的","In the distant future, we may be able to travel to other galaxies.","在遙遠的未來，我們或許能夠旅行到其他星系。"
"resonance","共振， 共鸣； 回声， 反响","His speech had a deep resonance with the audience.","他的演講在聽眾中引起了深刻的共鳴。"
"propose","建议， 提议； 提名， 推荐； 打算， 计划； 求婚","I propose that we postpone the meeting until next week.","我提議我們將會議推遲到下週。"
"spearhead","先锋，前锋，先头部队; 为…作先锋； 带头做","She spearheaded the campaign to save the local library.","她帶頭發起了拯救當地圖書館的運動。"
"seismograph","地震仪， 测震仪","A seismograph is an instrument used to detect and record earthquakes.","地震儀是用於探測和記錄地震的儀器。"
"reform","改革， 改造， 革新； 改正， 改过自新","The new government promised to reform the education system.","新政府承諾改革教育體系。"
"angular","有角的， 尖角的； 消瘦的， 瘦骨嶙峋的","The modern building had a very angular design.","那座現代建築有著非常棱角分明的設計。"
"daylight","日光； 白昼","We should make the most of the daylight hours.","我們應該充分利用白天的時間。"
"podium","讲坛， 讲台； 指挥台","She stepped onto the podium to accept her award.","她走上講台領取她的獎項。"
"binary","二进制的； 二元的； 由两部分组成的","Computers operate using a binary system of zeros and ones.","電腦使用由零和一組成的二進制系統運行。"
"ensue","继而发生， 接着发生","A heated argument ensued after the decision was announced.","在決定宣布後，隨即發生了激烈的爭論。"
"crazy","疯狂的， 不理智的； 狂热的， 热衷的； 精神失常的","That's a crazy idea, but it just might work!","那真是個瘋狂的想法，但說不定能行！"
"microscopic","用显微镜可见的； 极小的","Bacteria are microscopic organisms that cannot be seen with the naked eye.","細菌是用肉眼無法看見的微小生物。"
"homage","尊敬， 敬意","The film is a homage to the classic horror movies of the 1950s.","這部電影是向1950年代的經典恐怖片致敬。"
"penicillin","青霉素， 盘尼西林","The discovery of penicillin revolutionized medicine.","青黴素的發現徹底改變了醫學。"
"pine","憔悴； 难过， 悲伤; 松树","She was pining for her homeland.","她思念著自己的故鄉。"
"enlightenment","启发， 教化， 启迪； [the E-]启蒙运动","The 18th century is known as the Age of Enlightenment.","十八世紀被稱為啟蒙時代。"
"irony","反话， 讽刺， 嘲弄； 具有讽刺意味的事","In a strange irony, the fire station burned down.","真是諷刺，消防站竟然燒毀了。"
"caterpillar","毛毛虫","The caterpillar will eventually transform into a beautiful butterfly.","毛毛蟲最終會變成一隻美麗的蝴蝶。"
"hypertext","超文本","Hypertext allows you to link from one document to another.","超文本允許你從一個文件連結到另一個文件。"
"bedrock","基础， 根基； 基岩","Trust is the bedrock of any strong relationship.","信任是任何穩固關係的基石。"
"syndrome","综合征； 典型表现","Chronic fatigue syndrome can be a debilitating condition.","慢性疲勞綜合症可能是一種使人衰弱的病症。"
"newsprint","新闻纸","Newsprint is a low-cost paper used for printing newspapers.","新聞紙是用於印刷報紙的低成本紙張。"
"tow","拖， 牵引","The car broke down and had to be towed to the nearest garage.","汽車拋錨了，不得不被拖到最近的修車廠。"
"harmonic","泛音；","The singer's voice had a rich, harmonic quality.","那位歌手的聲音具有豐富的和聲質感。"
"haul","拖，拖运; 拖， 拉， 拖运； 一次获得的数量； 旅行的距离","The fishermen were pleased with their large haul of fish.","漁民們對他們捕獲的大量魚感到高興。"
"energetic","精力充沛的， 积极的","The children were very energetic after eating all that candy.","孩子們吃了那些糖果後變得精力充沛。"
"quilt","缝被；缝制; 被褥","My grandmother made me a beautiful quilt for my birthday.","我祖母為我的生日做了一床漂亮的被子。"
"premier","第一的， 首要的； 最著名的; 首相，总理","He is considered the premier expert in his field.","他被認為是其領域內首屈一指的專家。"
"allergic","过敏的， 变态反应的； 对…讨厌的","I'm allergic to cats, so I start sneezing when I'm near them.","我對貓過敏，所以靠近牠們時就會開始打噴嚏。"
"oceanographer","海洋学者","The oceanographer is studying the effects of climate change on marine life.","海洋學家正在研究氣候變遷對海洋生物的影響。"
"anecdote","秘闻； 轶事， 趣闻","He told a funny anecdote about his first day at work.","他講了一個關於他第一天上班的有趣軼事。"
"officious","爱发号施令的， 爱指手画脚的","The officious security guard ordered everyone to move back.","愛管閒事的保全人員命令所有人後退。"
"infiltrate","渗入， 渗透； 悄悄进入， 潜入","The spy managed to infiltrate the enemy's headquarters.","間諜成功潛入了敵方總部。"
"hostile","不友好的， 敌意的； 敌方的","The two countries have had a hostile relationship for decades.","這兩個國家幾十年來一直處於敵對關係。"
"flora","植物群","The Amazon rainforest has an incredibly diverse flora.","亞馬遜雨林擁有極其多樣的植物群。"
"celestial","天空的， 天上的","Ancient astronomers studied the movement of celestial bodies.","古代天文學家研究天體的運行。"
"decode","译， 解， 破译","It took a team of experts to decode the ancient script.","專家團隊花了很大力氣才破譯了古代文字。"
"bruise","出现伤痕；挫伤; 伤痕， 擦痕， 青肿","He got a large bruise on his leg after falling off his bike.","他從自行車上摔下來後，腿上出現了一大塊瘀青。"
"crawl","缓慢行进；爬行; 缓慢的速度","The baby is just learning to crawl.","嬰兒剛學會爬行。"
"identical","相同的； 同一的","The twins were so identical that even their parents had trouble telling them apart.","這對雙胞胎長得如此相像，連他們的父母都很難分辨。"
"unaided","未受协助的， 独立的","He climbed the mountain unaided.","他獨力登上了那座山。"
"ambitious","有雄心的， 有野心的","She is an ambitious young lawyer who wants to become a partner in the firm.","她是一位雄心勃勃的年輕律師，想成為事務所的合夥人。"
"coral","珊瑚色的， 红色的; 珊瑚","The coral reefs are home to a vast array of marine life.","珊瑚礁是大量海洋生物的家園。"
"delinquency","行为不良； 过失， 失职","Juvenile delinquency is a growing concern in the city.","青少年犯罪是該市日益關注的問題。"
"pliant","柔软的； 温顺的； 易受影响的","The young tree had a pliant stem that bent in the wind.","那棵小樹有著柔軟的莖，在風中彎曲。"
"revere","尊敬， 敬畏","She is revered as one of the country's greatest poets.","她被尊為該國最偉大的詩人之一。"
"sneaky","偷偷摸摸的， 鬼鬼祟祟的","The sneaky cat stole a fish from the kitchen counter.","那隻鬼鬼祟祟的貓從廚房櫃檯上偷走了一條魚。"
"pigeon","鸽子","A pigeon landed on the windowsill outside my apartment.","一隻鴿子落在我公寓外的窗台上。"
"hatch","孵化，孵出; 开口； 舱门","The chicks are expected to hatch in a few days.","預計小雞將在幾天內孵出。"
"patriot","爱国者","He was remembered as a true patriot who fought for his country's freedom.","他被銘記為一位為國家自由而戰的真正愛國者。"
"pernicious","有害的， 恶性的","The pernicious effects of smoking are well-documented.","吸煙的有害影響已有詳細記載。"
"revert","恢复； 归还， 归属","After the experiment, the system will revert to its original state.","實驗結束後，系統將恢復到其原始狀態。"
"cohabitation","同居， 同住","The study looks at trends in cohabitation before marriage.","該研究著眼於婚前同居的趨勢。"
"herbivore","食草动物","Cows, sheep, and deer are all examples of herbivores.","牛、羊和鹿都是食草動物的例子。"
"successive","接替的， 继承的； 接连的， 连续的","The team has won five successive games.","該隊已連續贏得五場比賽。"
"ceremony","典礼， 仪式； 礼节","The graduation ceremony will be held in the main auditorium.","畢業典禮將在主禮堂舉行。"
"improve","改善， 改进， 增进； 好转， 进步","He is taking classes to improve his English skills.","他正在上課以提高自己的英語能力。"
"idyllic","田园诗般的， 田园风光的， 牧歌的","They live an idyllic life in a small cottage in the countryside.","他們在鄉村的一間小木屋裡過著田園詩般的生活。"
"hawk","鹰，隼；主战分子; 叫卖， 兜售","The hawk soared high in the sky, searching for prey.","老鷹在天空中高飛，尋找獵物。"
"speckle","弄上斑点；点缀; 斑点； 色斑","The bird's eggs are speckled with brown and grey marks.","這種鳥的蛋上帶有棕色和灰色的斑點。"
"emanate","散发； 表现， 显示","A wonderful smell emanated from the kitchen.","廚房裡散發出美妙的香味。"
"captivity","囚禁， 拘留","The animals were born in captivity at the zoo.","這些動物是在動物園的人工飼養環境中出生的。"
"levy","征收; 征收额； 税款； 征兵","The government decided to levy a new tax on luxury goods.","政府決定對奢侈品徵收新稅。"
"generous","慷慨的， 大方的； 大量的， 丰富的； 宽厚的， 宽宏大量的","Thank you for your generous donation to our charity.","感謝您對我們慈善機構的慷慨捐贈。"
"jelly","果冻， 胶状物","She served fruit and jelly for dessert.","她端上了水果和果凍作為甜點。"
"crescent","新月形的；逐渐增强的; 新月； 新月形， 月牙形","The moon was a thin crescent in the night sky.","月亮在夜空中呈一彎細細的新月。"
"clue","线索； 提示","The detective found a crucial clue at the crime scene.","偵探在犯罪現場找到了一條至關重要的線索。"
"meteorite","陨石","Scientists are studying the composition of the meteorite.","科學家們正在研究這塊隕石的成分。"
"molten","熔化的， 熔融的","The volcano spewed molten lava down the mountainside.","火山將熔化的岩漿噴下山腰。"
"radius","半径； 周围， 范围","The search area has a radius of five miles.","搜索區域的半徑為五英里。"
"signal","发信号，示意；标志; 显要的， 重大的; 信号，暗号；标志","A red light is a signal to stop.","紅燈是停止的信號。"
"scruffy","不整洁的， 邋遢的","He was wearing a scruffy old pair of jeans.","他穿著一條邋遢的舊牛仔褲。"
"impair","削弱； 损害","Lack of sleep can seriously impair your ability to drive.","睡眠不足會嚴重損害你的駕駛能力。"
"sumptuous","奢华的， 豪华的","They enjoyed a sumptuous banquet at the palace.","他們在宮殿裡享用了一頓奢華的宴會。"
"stray","迷路；分心，走神；离题; 迷路的；","A stray dog was wandering the streets.","一隻流浪狗在街上徘徊。"
"static","静态的， 静止的； 静电的； 静力的; 静电噪音；静电；[-s]静力学","The price of the product has remained static for the past year.","該產品的價格在過去一年中保持不變。"
"kinship","血缘关系， 亲属关系","There is a strong sense of kinship among the members of the small community.","這個小社區的成員之間有很強的親密感。"
"soluble","可溶的； 可解决的","Salt is soluble in water.","鹽可溶於水。"
"varied","各式各样的","The restaurant offers a varied menu with dishes from around the world.","這家餐廳提供各式各樣的菜單，菜餚來自世界各地。"
"intriguing","引起兴趣的， 吸引人的","She has a very intriguing personality.","她有著非常迷人的個性。"
