"～恐れがある","おそれがある","表示有发生某种不好的事情的可能性。“恐怕会…/有…的危险”。","Vる / 名詞の + 恐れがある","この たいふうは、じょうりくする おそれがあります。","この台風は、上陸する恐れがあります。","這個颱風有登陸的危險。","このままでは、こじんじょうほうが るいしゅつする おそれがある。","このままでは、個人情報が流出する恐れがある。","這樣下去，個人資料恐怕會外洩。"
"～限り",かぎり,"表示条件、范围、限度。","①Vる/名詞の+限り(最大限度)<br>②普通形+限りは(只要…就…)<br>③Vた/ている+限りでは(据…所知)<br>④Vない+限り(只要不…就不…)","ちからの かぎり、がんばります。","力の限り、頑張ります。","我會竭盡全力努力。","わたしが しらべた かぎりでは、その データは みつからなかった。","私が調べた限りでは、そのデータは見つからなかった。","據我所調查的範圍，沒有找到那份資料。"
"～に限って",にかぎって,"表示限度或特殊情况。","名詞 + に限って","きょうにかぎって、いつもは すいている でんしゃが こんでいた。","今日に限って、いつもは空いている電車が混んでいた。","偏偏只有今天，平時很空的電車擠滿了人。","この レストランは、すいようびに かぎって、すべての ドリンクが はんがくに なる。","このレストランは、水曜日に限り、全てのドリンクが半額になる。","這家餐廳只限於週三，所有飲品半價。"
"～に限らず",にかぎらず,"表示范围不限于此。“不仅…而且…”。","名詞 + に限らず","この アニメは こどもに かぎらず、おとなにも にんきが ある。","このアニメは子供に限らず、大人にも人気がある。","這部動畫不僅是小孩，在大人中也相當受歡迎。","へいじつに かぎらず、しゅうまつも えいぎょうしております。","平日に限らず、週末も営業しております。","不只是平日，我們週末也營業。"
"～がたい",,"表示心理上觉得“难以…”，很难做到。","Vます + がたい","かれがしたことは、ゆるしがたい こういだ。","彼がしたことは、許しがたい行為だ。","他所做的事是難以原諒的行為。","この けしきは、ことばでは ひょうげんしがたい ほど うつくしい。","この景色は、言葉では表現しがたいほど美しい。","這片景色美得難以用言語表達。"
"～がちだ",,"表示倾向（客观），多指容易发生某种负面的事情。“容易…/往往会…”。","Vます / 名詞 + がちだ","わたしは こどもの ころ、びょうきがちだった。","私は子供の頃、病気がちだった。","我小時候，很容易生病。","さいきん、くもりがちの てんきが つづいている。","最近、曇りがちの天気が続いている。","最近，持續著多雲的天氣。"
"～(か)と思うと",かとおもうと,"表示事情几乎同时发生，后项多为意料之外的事情。“刚…就…”。","Vた + (か)と思うと","そらが きゅうに くらくなったかと おもうと、おおつぶの あめが ふってきた。","空が急に暗くなったかと思うと、大粒の雨が降ってきた。","天空剛一變暗，豆大的雨點就落了下來。","あのこは さっきまで ないていたかと おもったら、もう わらっている。","あの子はさっきまで泣いていたかと思ったら、もう笑っている。","那孩子剛才還在哭，一轉眼就笑了。"
"～かねない",,"表示可能带来负面的、不好的结果。“有可能…”。","Vます + かねない","あんなに スピードを だしたら、じこを おこしかねない。","あんなにスピードを出したら、事故を起こしかねない。","開那麼快，很可能會出車禍。","かれは うそを つきかねない じんぶつだ。","彼は嘘をつきかねない人物だ。","他是那種可能會說謊的人。"
"～かねる",,"用于书面语，礼貌地、委婉地拒绝。“很难…/难以…”。","Vます + かねる","たいへん もうしわけありませんが、その ごようぼうには おこたえしかねます。","大変申し訳ありませんが、そのご要望にはお応えしかねます。","非常抱歉，我們難以回應您的那個要求。","しょうさいに つきましては、ここでは はんだんしかねます。","詳細につきましては、ここでは判断しかねます。","關於細節，恕難在此做出判斷。"
"～からして",,"表示判断依据，多是举一个极端的例子。“单从…来看”。","名詞 + からして","かれは ふくそうからして、ふつうの ひとでは ないことがわかる。","彼は服装からして、普通の人ではないことがわかる。","單從他的服裝來看，就知道他不是普通人。","さすが いちりゅうホテルだけあって、ドアマンの たいどからして ちがう。","さすが一流ホテルだけあって、ドアマンの態度からして違う。","不愧是一流飯店，光是門房的態度就與眾不同。"
"～からすると",,"表示判断依据。“从…来看”。","名詞 + からすると / からすれば","あの そらの もようからすると、ごごは あめが ふるだろう。","あの空の模様からすると、午後は雨が降るだろう。","從那天空的樣子來看，下午大概會下雨。","かのじょの ようすからすれば、しけんは うまくいったようだ。","彼女の様子からすれば、試験はうまくいったようだ。","從她的樣子來看，考試似乎進行得很順利。"
"～からといって",,"表示转折，“不能因为…就…”或“虽说…但是…”。","普通形 + からといって","にほんじんだからといって、だれもが けいごを じょうずに つかえるわけではない。","日本人だからといって、誰もが敬語を上手に使えるわけではない。","不能因為是日本人，就認為誰都能熟練使用敬語。","すきだからといって、おなじ ものばかり たべるのは よくない。","好きだからといって、同じものばかり食べるのはよくない。","雖說喜歡，但老是吃一樣的東西並不好。"
"～べきだ",,"表示说话人出于社会道德、常识等，认为有义务做某事。“(不)应该…”。","Vる + べきだ (する→すべきだ)","がくせいは もっと ほんを よむべきだ。","学生はもっと本を読むべきだ。","學生應該多讀書。","やくそくは まもるべきだ。","約束は守るべきだ。","應該遵守約定。"
"～ほかはない",,"表示不得已做某事。“只有…/只好…”。","Vる + ほかはない / よりほかはない","だれも たすけてくれないなら、じぶんで やるほかはない。","誰も助けてくれないなら、自分でやるほかはない。","如果誰都不幫忙，就只好自己做了。","バスが いってしまったので、えきまで あるくよりほかなかった。","バスが行ってしまったので、駅まで歩くよりほかなかった。","因為公車開走了，所以只好走路去車站。"
"～からには",,"“既然…就…”。常与「いったん」搭配使用。","普通形 + からには (形容動詞・名詞+である)","いったん やると いったからには、さいごまで せきにんを もつべきだ。","いったんやると言ったからには、最後まで責任を持つべきだ。","既然說了要做，就應該負責到底。","にほんへ きたからには、ぜひ ふじさんに のぼってみたい。","日本へ来たからには、ぜひ富士山に登ってみたい。","既然來了日本，就一定要去登一次富士山。"
"～代わりに",かわりに,"① 表示代替、交换；② 表示事物相反的两面，“虽然…但是…”。","普通形修饰名词 + 代わりに","わたしが かいぎに でる かわりに、きみが この しごとを やってくれないか。","私が会議に出る代わりに、君がこの仕事をやってくれないか。","我代替你去開會，你能幫我做這份工作嗎？","このへやは えきから ちかい かわりに、やちんが すこし たかい。","この部屋は駅から近い代わりに、家賃が少し高い。","這房間離車站近，不過租金也稍微貴了些。"
"～気味",ぎみ,"表示倾向、程度，多用于表示不好的、主观的感觉。“稍微…/有点儿…”。<br>固定搭配：疲れ気味、風邪気味、太り気味","Vます / 名詞 + 気味","さいきん、すこし つかれぎみなので、はやく ねるようにしている。","最近、少し疲れ気味なので、早く寝るようにしている。","最近有點累，所以盡量早點睡。","しんじんしゃいんは すこし きんちょうぎみの おももちだった。","新入社員は少し緊張気味の面持ちだった。","新進員工的表情看起來有點緊張。"
"～きり",,"接续1 (Vる/た+きり)：表示限定，“只有…”。<br>接续2 (Vた+きり)：表示前项发生后，再也没发生后项，“一…就再没…”。","","ふたりきりで はなしを したいです。","二人きりで話をしたいです。","我想單獨兩個人談談。","かれは いえを でたきり、いちども かえってこない。","彼は家を出たきり、一度も帰ってこない。","他離家之後，就再也沒回來過。"
"～きる",,"① 表示做(不)完某个动作；② 表示程度深，“完全…”。","Vます + きる / きれる / きれない","こんなに たくさんの ごはん、ひとりでは たべきれない。","こんなにたくさんのご飯、一人では食べきれない。","這麼多飯，我一個人吃不完。","かれは つかれきった かおを していた。","彼は疲れきった顔をしていた。","他一臉筋疲力盡的樣子。"
"～くせに",,"表示转折，带有职责、不满的语气，比「のに」更口语化。“…却…/…明明…”。","普通形修饰名词 + くせに","かれは なにも しらないくせに、しっている ふりを している。","彼は何も知らないくせに、知っているふりをしている。","他明明什麼都不知道，卻裝作知道的樣子。","こどもなくせに、おとなみたいな ことを いう。","子供のくせに、大人みたいなことを言う。","明明是個孩子，卻說得像大人一樣。"
"～ことか",,"表示非常强烈的感情，“多么…啊”。常与「どれほど」「どんなに」等搭配。","普通形修饰名词 + ことか","このひを どれほど まちのぞんだことか。","この日をどれほど待ち望んだことか。","我多麼盼望這一天的到來啊！","にほんごの べんきょうは、どんなに たいへんだったことか。","日本語の勉強は、どんなに大変だったことか。","學日語是多麼辛苦的一件事啊！"
"～ことから",,"表示原因或依据。“因为…/从…来看”。","普通形修饰名词 + ことから (形容動詞な/である, 名詞である)","ふじさんが みえることから、このまちは ふじみちょうと なづけられた。","富士山が見えることから、この町は富士見町と名付けられた。","因為能看見富士山，這個鎮被命名為富士見鎮。","ほんの ささいなことから、ふたりは けんかになった。","ほんの些細なことから、二人は喧嘩になった。","就為了一點小事，兩個人吵了起來。"
"～ことだ",,"表示忠告或建议等（主观）。“应该…/不要…”。","Vる / Vない + ことだ","ごうかくしたければ、もっと いっしょうけんめい べんきょうすることだ。","合格したければ、もっと一生懸命勉強することだ。","如果想及格，就應該更努力地學習。","ひとの わるぐちは いわないことだ。","人の悪口は言わないことだ。","不應該說別人的壞話。"
"～ものだ",,"①常识「理应」②回忆过去③强烈感情④强烈愿望「真想」","普通形+ものだ (①,③) / Vた+ものだ (②) / Vたい+ものだ (④)","としを とれば、たいりょくが おとろえるものだ。","年を取れば、体力が衰えるものだ。","人上了年纪，体力自然会衰退。(常识)","こどもの ころ、よく この かわで あそんだものだ。","子供の頃、よくこの川で遊んだものだ。","小的时候，我常在这条河里玩耍。(回忆)"
"～ほど",,"①表示程度「…得」②表示比例「越…越…」","①普通形修饰名词+ほど<br>②Vば+Vるほど / 形容詞ば+形容詞ほど","こんやは ねむれないほど しんぱいだ。","今夜は眠れないほど心配だ。","今晚擔心得睡不著覺。","にほんごは べんきょうすればするほど、おもしろくなる。","日本語は勉強すればするほど、面白くなる。","日語越是學習，就越有趣。"
"～ものなら",,"①不可能的假设「如果能…」②负面结果的假设「如果要…」","①V可能态+ものなら<br>②V意志形+ものなら","やれるものなら、やってみろ。","やれるものなら、やってみろ。","你要是能做得到，就試試看啊。","そんなことを しようものなら、たいへんな ことになるぞ。","そんなことをしようものなら、大変なことになるぞ。","要是膽敢做那種事，後果會很嚴重喔。"
"～ことだから",,"表示判断依据，基于某人的一贯性格特征。“因为是…”。","名詞の + ことだから","まじめな たなかさんの ことだから、きっと じかんどおりに きますよ。","真面目な田中さんのことだから、きっと時間通りに来ますよ。","因為是認真的田中先生，所以他一定會準時來的。","やさしい かのじょの ことだから、こまっているひとを みたら たすけるに ちがいない。","優しい彼女のことだから、困っている人を見たら助けるに違いない。","因為是善良的她，看到有困難的人一定會幫忙的。"
"～ことなく",,"表示否定，“不…”。书面语。","Vる + ことなく","かれは さいごまで あきらめることなく、たたかい つづけた。","彼は最後まで諦めることなく、戦い続けた。","他直到最後都沒有放棄，持續奮戰。","かのじょは いちども ふりかえることなく、さっていった。","彼女は一度も振り返ることなく、去っていった。","她一次也沒有回頭，就這樣離去了。"
"～際に",さいに,"表示“在…的时候/借…时机”，比「とき」更书面。","Vる・た / 名詞の + 際に","かいがいへ ごしゅっちょうの さいには、こちらの しょるいが ひつように なります。","海外へご出張の際には、こちらの書類が必要になります。","在您到海外出差時，需要這份文件。","おこまりの さいは、いつでも ごれんらくください。","お困りの際は、いつでもご連絡ください。","有困難的時候，請隨時與我們聯繫。"
"～最中に",さいちゅうに,"表示某动作正在进行，后项事情多带有突发性。“正在…”。","Vている / 名詞の + 最中に","シャワーを あびている さいちゅうに、でんわが なった。","シャワーを浴びている最中に、電話が鳴った。","正在淋浴的時候，電話響了。","かいぎの さいちゅうに、とつぜん ていでんした。","会議の最中に、突然停電した。","正在開會的時候，突然停電了。"
"～ざるを得ない",ざるをえない,"表示“不得不… / 只能…”。书面语。","Vない(ない→ざる) + を得ない (する→せざる)","たいふうの ため、りょこうは ちゅうしせざるを えなかった。","台風のため、旅行は中止せざるを得なかった。","因為颱風，旅行不得不取消。","いやだったが、じょうしの めいれいなので、したがわざるを えない。","嫌だったが、上司の命令なので、従わざるを得ない。","雖然不願意，但因為是上司的命令，不得不服從。"
"～次第",しだい,"①表示“一…就（会）…”<br>②表示“取决于…/要看…”","①Vます+次第<br>②名詞+次第だ/では","しょうさいが きまりしだい、ごれんらくいたします。","詳細が決まり次第、ご連絡いたします。","細節一決定，我就會和您聯繫。","しけんに ごうかくするかどうかは、あなたの どりょくしだいです。","試験に合格するかどうかは、あなたの努力次第です。","能否通過考試，取決於你的努力。"
"～上",じょう,"表示“从…上来看 / 在…上”。","名詞 + 上","このビルは あんぜんじょうの もんだいで、たちいりきんしに なっている。","このビルは安全上の問題で、立ち入り禁止になっている。","這棟大樓因安全上的問題，禁止進入。","けいやくしょの ないようを ごかくにんのうえ、しょめいをおねがいします。","契約書の内容を御確認の上、署名をお願いします。","請在確認合約內容之上，簽名。"
"～ずにはいられない",,"表示迫切的心情，“不由得… / 不能不…”。","Vない(ない→ず) + にはいられない (する→せず)","かれの かなしい ものがたりを きいて、なみだを ながさずにはいられなかった。","彼の悲しい物語を聞いて、涙を流さずにはいられなかった。","聽了他悲傷的故事，我忍不住流下了眼淚。","まちがいを みつけたら、ちゅういせずにはいられない。","間違いを見つけたら、注意せずにはいられない。","看到錯誤，就不能不提醒一下。"
"～せいで",,"表示原因，多指由于某个原因导致了消极结果。“因为…”。「せいか」表不确定。","普通形修饰名词 + せいで / せいか / せいだ","ねぶそくのせいで、あたまが いたい。","寝不足のせいで、頭が痛い。","因為睡眠不足，所以頭痛。","としのせいか、さいきん わすれっぽくなった。","年のせいか、最近忘れっぽくなった。","也許是因為年紀的關係，最近變得健忘了。"
"～だけあって",,"①表示与其身份、经历等相称，“不愧是…”。<br>②表示“正因为…更加…”。","①名詞+だけあって<br>②普通形修饰名词+だけに","さすが いちりゅうホテルだけあって、サービスが すばらしい。","さすが一流ホテルだけあって、サービスが素晴らしい。","不愧是一流飯店，服務就是棒。","いっしょうけんめい れんしゅうしただけに、まけたときは くやしかった。","一生懸命練習しただけに、負けたときは悔しかった。","正因為拼命練習了，所以輸的時候才更加懊悔。"
"たとえ～ても",,"表示让步，“即使…也…”。","たとえ + Vて/形容詞くて + も / 形容詞・名詞で + も","たとえ あめが ふっても、サッカーの しあいは おこなわれます。","たとえ雨が降っても、サッカーの試合は行われます。","即使下雨，足球比賽也會照常舉行。","たとえ はんたいされても、わたしは じぶんの ゆめを あきらめない。","たとえ反対されても、私は自分の夢を諦めない。","即使被反對，我也不會放棄自己的夢想。"
"～たところ",,"表示做了前面的动作后，发生或发现了后项的结果。","Vた + ところ","えきに でんわしたところ、わすれものは とどいていないとのことだった。","駅に電話したところ、忘れ物は届いていないとのことだった。","我打了電話到車站，結果是他們說沒有收到失物。","せんせいに そうだんしたところ、いい アドバイスを もらえた。","先生に相談したところ、いいアドバイスをもらえた。","和老師商量了一下，結果得到了很好的建議。"
"～たとたん(に)",,"前项刚一发生，接着就发生了后项，后项多是意料之外的事情。“一…就… / 刚…就…”。","Vた + とたん(に)","まどを あけたとたん、つよい かぜが はいってきた。","窓を開けたとたん、強い風が入ってきた。","剛一開窗，強風就吹了進來。","たちあがったとたんに、めまいがした。","立ち上がったとたんに、めまいがした。","剛一站起來，就感到頭暈。"
"～たびに",,"表示“每当… / 每次…”，前项发生，后项也必然发生。","Vる / 名詞の + たびに","このきょくを きくたびに、こどものころを おもいだす。","この曲を聞くたびに、子供の頃を思い出す。","每次聽到這首歌，我都會想起小時候。","かのじょは りょこうのたびに、たくさん おみやげを かってくる。","彼女は旅行のたびに、たくさんお土産を買ってくる。","她每次旅行，都會買回很多伴手禮。"
"～だらけ",,"表示“满是… / 都是…”，前面的名词一般带有负面意义。","名詞 + だらけ","どろぼうに はいられ、へやじゅう あしあとだらけだった。","泥棒に入られ、部屋中足跡だらけだった。","被小偷闖入，房間裡滿是腳印。","この レポートは まちがいだらけだ。","このレポートは間違いだらけだ。","這份報告錯誤連篇。"
"～ついでに",,"表示“顺便…”。","Vる・た / 名詞の + ついでに","ぎんこうへ いったついでに、てがみを だしてきた。","銀行へ行ったついでに、手紙を出してきた。","去銀行的同時，順便把信寄了。","さんぽのついでに、コンビニで パンを かってきた。","散歩のついでに、コンビニでパンを買ってきた。","散步的時候，順便在便利商店買了麵包。"
"～っこない",,"表示强烈否定，“不可能…”。","Vます + っこない","こんなに おおい しごと、いちにちで おわりっこない。","こんなに多い仕事、一日で終わりっこない。","這麼多工作，一天之內不可能做得完。","かれが しけんに ごうかくするっこないよ。ぜんぜん べんきょうしていないから。","彼が試験に合格するっこないよ。全然勉強していないから。","他不可能通過考試的，因為完全沒讀書。"
"～つつ／つつも",,"①表示同时进行「一边…一边…」<br>②表示逆接「虽然…但是…」","Vます + つつ / つつも","かれは なにかを かんがえつつ、そとを ながめていた。","彼は何かを考えつつ、外を眺めていた。","他一邊思考著什麼，一邊望著窗外。","わるいと しりつつも、うそを ついてしまった。","悪いと知りつつも、嘘をついてしまった。","雖然明知不好，但还是說了謊。"
"～つつある",,"表示某个状态正在不断发展（多用于书面语）。“正在…”。","Vます + つつある","にほんの けいきは、かいふくしつつある。","日本の景気は、回復しつつある。","日本的景氣正在逐漸復甦。","ぜつめつしつつある どうぶつを まもるために、かつどうが おこなわれている。","絶滅しつつある動物を守るために、活動が行われている。","為了保護瀕臨絕種的動物，正在進行著各種活動。"
"～っぽい",,"表示某种感觉或倾向。“看上去… / 感觉… / 容易…”。","Vます / い形容詞(い) / 名詞 + っぽい","あのひとは わすれっぽいから、たいせつな ことは メモしたほうがいい。","あの人は忘れっぽいから、大切なことはメモした方がいい。","那個人很健忘，所以重要的事情最好做筆記。","この コートは デザインは いいけど、きじが やすっぽいね。","このコートはデザインはいいけど、生地が安っぽいね。","這件大衣設計不錯，但料子看起來很廉價。"
"～て以来",いらい,"表示某个动作之后，某种状态一直持续。“自从…以后”。","Vて + 以来","かれが たいしょくして いらい、いちども あっていない。","彼が退職して以来、一度も会っていない。","自從他退休以來，一次也沒見過面。","にほんへ きていらい、ずっと このまちに すんでいます。","日本へ来て以来、ずっとこの町に住んでいます。","自從來到日本後，就一直住在這個城市。"
"～てからでないと",,"表示条件，如果不先做前项，就无法做后项。“如果不先…就…”。","Vて + からでないと / からでなければ","じゅうぶんに ちょうさしてからでないと、けつろんは だせない。","十分に調査してからでないと、結論は出せない。","如果不先充分調查，就無法得出結論。","おかあさんの きょかを もらってからでなければ、りょこうには いけません。","お母さんの許可をもらってからでなければ、旅行には行けません。","如果沒有得到媽媽的許可，就不能去旅行。"
"～てたまらない",,"表示程度之高，“…得不得了 / 非常…”。多接续状态类词语。","Vて / い形容詞くて / な形容詞で + たまらない","あしたからの りょこうが たのしみでたまらない。","明日からの旅行が楽しみでたまらない。","對明天的旅行期待得不得了。","むすこの ことが しんぱいでたまらない。","息子のことが心配でたまらない。","非常擔心兒子的事。"
"～てならない",,"表示一种强烈的自然情感，“…得不得了 / 非常…”。多接续情感类词语。","Vて / い形容詞くて / な形容詞で + ならない","しけんに ごうかくできて、うれしくてならない。","試験に合格できて、嬉しくてならない。","能通過考試，我高興得不得了。","さいきん ふるさとの りょうしんの ことが おもいだされてならない。","最近、故郷の両親のことが思い出されてならない。","最近，總是不由得想起故鄉的父母。"
"～ということだ",,"①表示得出某个结论「就是…」<br>②表示传闻「听说…」","普通形 + ということだ","てんきよほうに よると、あしたは あめが ふるということだ。","天気予報によると、明日は雨が降るということです。","根據天氣預報，聽說明天會下雨。","ごいけんが ないということは、さんせいしてくださるということですね。","ご意見がないということは、賛成してくださるということですね。","沒有意見，也就是說您贊成了是嗎？"
"～というより",,"表示“与其说…，还不如说…”。","普通形 + というより (形容動詞・名詞不加だ)","かれは がくしゃというより、むしろ せいじかだ。","彼は学者というより、むしろ政治家だ。","與其說他是學者，不如說他是政治家。","きょうは すずしいというより、さむいくらいだ。","今日は涼しいというより、寒いくらいだ。","今天與其說涼快，不如說甚至有點冷。"
"～とおりに",,"表示“按照… / 正如…那样”。","Vる・た / 名詞の + とおりに<br>名詞 + どおりに","せんせいが おしえたとおりに やったら、うまくいきました。","先生が教えたとおりにやったら、うまくいきました。","按照老師教的那樣去做，結果很順利。","よていどおりに、かいぎは ３じに おわった。","予定通りに、会議は３時に終わった。","會議按照預定，在3點結束了。"
"～とか",,"①不确定的信息「说是…」<br>②不确定的传闻「好像听说…」<br>③听到的理由「说是因为…」","①普通形/名詞+とか<br>②普通形+とかいうことだ<br>③普通形+とかで","たなかさん、らいげつ けっこんするとか。ほんとうかな。","田中さん、来月結婚するとか。本当かな。","聽說田中先生下個月要結婚，是真的嗎？","きのうの よる、このへんで かじが あったとかいうはなしだよ。","昨日の夜、この辺で火事があったとかいう話だよ。","聽說昨天晚上，這一帶發生了火災。","かれは かぜを ひいたとかで、がっこうを やすんだ。","彼は風邪を引いたとかで、学校を休んだ。","聽說是因為感冒了，所以他向學校請了假。"
"～どころか",,"表示“哪里… / 别说…”，否定前项，后项内容多是与前项叙述的事实相反。","普通形修饰名词 + どころか","べんきょうするどころか、まいにち ゲームばかりしている。","勉強するどころか、毎日ゲームばかりしている。","別說學習了，他每天光是在玩遊戲。","のどが いたいので、ごはんを たべるどころか、みずも のめない。","喉が痛いので、ご飯を食べるどころか、水も飲めない。","因為喉嚨痛，別說吃飯了，連水都喝不下。"
"～まい",,"①表示否定的意志「不想/不会」<br>②表示否定的推测「不会…吧」","Vる + まい (V一段/カ変/サ変はVない形も可)","もう にどと かのじょには あうまいと こころに ちかった。","もう二度と彼女には会うまいと心に誓った。","我下定決心，再也不會見她了。","かれが わたしの ひみつを ひとに はなすことは あるまい。","彼が私の秘密を人に話すことはあるまい。","他應該不會把我的秘密告訴別人吧。"
"～どころではない",,"表示不是做某事的场合，强调目前没有时间、金钱或精力去做某事。“不是…的时候 / 哪能…”。","Vる・ている / 名詞 + どころではない","しごとが いそがしすぎて、りょこうどころではない。","仕事が忙しすぎて、旅行どころではない。","工作太忙了，哪有時間去旅行。","ねつが たかくて、ごはんを たべるどころではなかった。","熱が高くて、ご飯を食べるどころではなかった。","燒得太高了，根本沒法吃飯。"
"～ところに",,"表示正在做某事时发生了另外一件事情，多是出乎意料的事情。“正当…的时候”。","Vる・た・ている + ところに / ところへ","でかけようとしたところに、きゃくが きた。","出かけようとしたところに、客が来た。","正要出門的時候，客人來了。","ちょうど よかった。いまから おちゃを いれるところへ、あなたが きた。","ちょうどよかった。今からお茶を入れるところへ、あなたが来た。","正好，我正要泡茶，你就來了。"
"～ところを",,"表示正在做某事时被发现或打扰。“正当…的时候”。","Vる・た・ている + ところを","ねているところを、でんわで おこされた。","寝ているところを、電話で起こされた。","我正睡覺的時候，被電話吵醒了。","お いそがしいところを、たいへん もうしわけありません。","お忙しいところを、大変申し訳ありません。","在您百忙之中打擾，真是非常抱歉。"
"～としたら",,"表示假设，“如果…”。","普通形 + としたら / とすると / とすれば","もし、ひゃくまんえん あったとしたら、なにを したいですか。","もし、百万円あったとしたら、何をしたいですか。","如果有一百萬日圓的話，你想做什麼？","その はなしが ほんとうだとすれば、おおきな もんだいだ。","その話が本当だとすれば、大きな問題だ。","如果那件事是真的，那可是個大問題。"
"～ないことには",,"表示条件，“如果不…（就不…）”。","Vない / い形容詞くない / な形容詞・名詞でない + ことには","じっさいに あってみないことには、どんな ひとか わからない。","実際に会ってみないことには、どんな人か分からない。","如果不實際見見面，就不會知道他是個怎樣的人。","おかねが ないことには、この けいかくは すすめられない。","お金がないことには、この計画は進められない。","如果沒有錢，這個計畫就無法推進。"
"～ないことはない",,"表示某种可能性，“不是不…/有可能…”。","Vない / い形容詞くない + ことはない / こともない","どりょくすれば、とうきょうだいがくに ごうかくできないこともない。","努力すれば、東京大学に合格できないこともない。","如果努力的話，也不是不可能考上東京大學。","この カレーは からくないことはないが、とても おいしい。","このカレーは辛くないことはないが、とても美味しい。","這個咖哩不是不辣，但非常好吃。"
