～をもって,",非常正式、書面的表達方式。與「～を限りに」相似，但「～をもって」不僅能表示時間的終點，也能表示手段或方法。",① (時間) 表示某個時間點的結束。「以～」、「截至～」。<br>② (手段) 表示方法、手段。「以～」、「用～」。,名詞 + をもって,これを もちまして、ほんじつの かいぎを しゅうりょういたします。,これをもちまして、本日の会議を終了いたします。,本次會議到此結束。,しょめんを もって、せいしきに ごかいとう もうしあげます。,書面をもって、正式にご回答申し上げます。,我們將以書面形式正式回覆您。
～といったところだ,",用於給出一個大概的總結或估計，暗示程度或數量並不特別高或多，有「充其量不過是…」的語感。",表示對數量、程度等的大致估算。「大概是～的程度」、「充其量也就是～」。,名詞 / 動詞(辞書形) + といったところだ,この しごとの じきゅうは、まあ、せんごひゃくえんといったところだ。,この仕事の時給は、まあ、千五百円といったところだ。,這份工作的時薪，嗯，大概就1500日圓左右吧。,この かいじょうに あつめられるのは、せいぜい ひゃくにんといったところでしょう。,この会場に集まれるのは、せいぜい百人といったところでしょう。,這個會場充其量大概也就能聚集100人吧。
～をおいて,",後項多與否定形式呼應，用以表達強烈的限定感，強調「除此以外，再無其他」。是一種非常高的評價。",表示「除了～，沒有別的…」。,名詞 + をおいて,この むずかしい やくを えんじられるのは、かのじょをおいて ほかにいない。,この難しい役を演じられるのは、彼女をおいてほかにいない。,能演好這個高難度角色的，除了她以外再無別人。,にほんで もっとも うつくしい やまは、ふじさんを おいて ほかに かんがえられない。,日本で最も美しい山は、富士山をおいて他に考えられない。,說到日本最美的山，除了富士山我想不到其他的了。
～ならでは,",用於高度評價某人、某物或某地所獨有的、無法在別處體驗到的優點或魅力。",表示「只有～才有的」、「～獨有的（優點）」。,名詞 + ならでは,このみせでは、きょうとならではの でんとうてきな あじが たのしめる。,この店では、京都ならではの伝統的な味が楽しめる。,在這家店裡，可以享受到京都獨有的傳統風味。,これは けいけんほうふな かれならではの はっそうだ。,これは経験豊富な彼ならではの発想だ。,這是經驗豐富的他才想得出的獨特點子。
～にとどまらず,「～だけでなく」的進階書面表達。強調範圍的擴展，不僅限於A，更是擴及到更廣的B範圍。,表示「不僅僅停留於～，更是擴展到～」。,名詞 / 動詞(辞書形) + にとどまらず,そのアニメの にんきは、にほんこくないに とどまらず、かいがいにまで ひろがっている。,そのアニメの人気は、日本国内にとどまらず、海外にまで広がっている。,那部動畫的人氣不僅限於日本國內，更是擴展到了海外。,かれの かつどうは、おんがくに とどまらず、えいがや しっぴつかつどうにも およんでいる。,彼の活動は、音楽にとどまらず、映画や執筆活動にも及んでいる。,他的活動不僅僅是音樂，還涉及電影及寫作。
～はおろか,",AはおろかBも/さえ/まで...ない」是其固定句型。通過否定一個更簡單或理所當然的B，來強調A的程度之高、之難，完全無法實現。",表示「別說A了，就連B也…」，用於強調後項的狀態。,名詞 + はおろか,かれは ひらがなは おろか、じぶんの なまえさえ かけない。,彼はひらがなはおろか、自分の名前さえ書けない。,他別說平假名了，就連自己的名字都不會寫。,けがをして、あるくことは おろか、たつことすら むずかしい。,怪我をして、歩くことはおろか、立つことすら難しい。,我受了傷，別說走路了，就連站著都很困難。
～もさることながら,",AもさることながらBも」是其基本句型。在承認A很優秀、很重要的基礎上，引出B，並強調B也同樣（甚至更）值得關注。",表示「A固然如此，B也…」、「不僅A…，B也…」。,名詞 + もさることながら,この レストランは、あじも さることながら、みせからの ながめが すばらしい。,このレストランは、味もさることながら、店からの眺めが素晴らしい。,這家餐廳的味道固然很好，但從店裡望出去的景色也同樣出色。,かれは、べんきょうも さることながら、スポーツにおいても すぐれた さいのうを もっている。,彼は、勉強もさることながら、スポーツにおいても優れた才能を持っている。,他不僅學習很好，在體育方面也擁有傑出的才能。
～なり…なり,",用於舉例，給出可行的選項，後項常接續表示建議、指示或個人選擇的句子，如「～しなさい」「～てください」。",表示在多個選項中選擇其一。「或者～或者～」、「…之類的」。,名詞 / 動詞(辞書形) + なり...,わからない ことが あったら、せんせいに きくなり、じしょで しらべるなり してください。,分からないことがあったら、先生に聞くなり、辞書で調べるなりしてください。,如果有不懂的事情，就去問老師，或者查字典之類的。,ねつが あるなら、くすりを のむなり、いちにち ゆっくり やすむなり したほうがいい。,熱があるなら、薬を飲むなり、一日ゆっくり休むなりしたほうがいい。,如果你發燒了，最好是吃個藥，或者好好休息一天。
～であれ…であれ,",是「～でも…でも」的書面形式。通過列舉兩個（通常是相對的）例子，來表示「無論哪種情況，結論都一樣」。",表示「無論是～還是～」。,名詞 / な形容詞 + であれ...,せいしゃいんであれ、アルバイトであれ、しごとに たいする せきにんは おなじだ。,正社員であれ、アルバイトであれ、仕事に対する責任は同じだ。,無論是正式員工還是兼職員工，對工作的責任都是一樣的。,あいてが こどもであろうと、おとなであろうと、けいいを はらうべきだ。,相手が子供であろうと、大人であろうと、敬意を払うべきだ。,無論對方是小孩還是大人，都應該致以敬意。
～といい…といい,",通過列舉兩個有代表性的方面(AといいBといい)，來表達對整體（好或壞）的評價。",表示「無論是～還是～」、「從～和～兩方面來看」。,名詞 + といい...,この ホテルは、へやの ひろさといい、サービスの しつといい、もんくの つけようがない。,このホテルは、部屋の広さといい、サービスの質といい、文句のつけようがない。,這家飯店，無論是房間大小還是服務品質，都無可挑剔。,デザインといい、いろといい、この カバンが とても きにいった。,デザインといい、色といい、このカバンがとても気に入った。,無論是設計還是顏色，我都非常喜歡這個包。
～といわず…といわず,",列舉的兩個名詞多為一體的兩部分（如手腳）、相對的概念（如晝夜）或時間空間的各部分，用以強調「全部、到處都是」的狀態。",表示「無論是～還是～」、「不分～還是～」。,名詞 + といわず...,かれは、へいじつといわず、しゅうまつといわず、まいにち いっしょうけんめい はたらいている。,彼は、平日といわず、週末といわず、毎日一生懸命働いている。,他不分平日還是週末，每天都拼命工作。,どろだらけに なって、かおといわず、てあしといわず、ぜんしん よごれてしまった。,泥だらけになって、顔といわず、手足といわず、全身汚れてしまった。,我弄得滿身是泥，臉上、手腳上，全身上下都髒了。
～いかんだ,"「～次第だ」的書面語形式。強調結果完全取決於前項的內容、狀態或情況。""",表示「取決於～」、「要看～而定」。,名詞（＋の） + いかんだ<br>名詞（＋の） + いかんによっては,しけんに ごうかくできるかどうかは、これからの きみの どりょくいかんだ。,試験に合格できるかどうかは、これからの君の努力いかんだ。,能否通過考試，取決於你今後的努力。,あしたの しあいが おこなわれるかどうかは、てんきいかんです。,明日の試合が行われるかどうかは、天気いかんです。,明天的比賽能否舉行，要看天氣如何。
～いかんにかかわらず,",「～に関係なく」的書面語形式。表示無論前項的內容、狀態如何，後項的結論或措施都不會改變。",表示「不管～如何」、「無論～」。,名詞の + いかんにかかわらず / いかんによらず / いかんを問わず,りゆうの いかんにかかわらず、むだんけっせきは ゆるされない。,理由のいかんにかかわらず、無断欠席は許されない。,無論理由如何，不允許無故缺席。,こくせきの いかんを とわず、ゆうしゅうな じんざいは さいようする ほうしんだ。,国籍のいかんを問わず、優秀な人材は採用する方針だ。,我們的方針是，不論國籍，只要是優秀的人才都會錄用。
～をものともせず（に）,",用於讚揚某人或某組織不畏懼、不屈服於困難、逆境、反對等，勇敢面對並克服。主語通常不是第一人稱。",表示不把困難或障礙放在眼裡，勇敢地去克服。「不顧～」、「頂著～」。,名詞 + をものともせずに,かれは からだの しょうがいを ものともせずに、オリンピックで きんメダルを かくとくした。,彼は体の障害をものともせずに、オリンピックで金メダルを獲得した。,他頂著身體的殘疾，在奧運會上奪得了金牌。,まわりの はんたいを ものともせず、かのじょは じぶんの ゆめを おい つづけた。,周りの反対をものともせず、彼女は自分の夢を追い続けた。,她不顧周圍的反對，持續追逐自己的夢想。
～をよそに,",表示對周遭（本應注意）的狀況、意見、情感等毫不在意，逕自行動。多帶有批評或驚訝的語氣。",表示「不顧～」、「對～毫不理會」。,名詞 + をよそに,かぞくの しんぱいを よそに、かれは きけんな ぼうけんに でかけた。,家族の心配をよそに、彼は危険な冒険に出かけた。,他不顧家人的擔心，逕自踏上了危險的冒險之旅。,じゅうみんたちの こうぎを よそに、こうじは きょうこうされた。,住民たちの抗議をよそに、工事は強行された。,工程不顧居民們的抗議，被強行推進了。
～ならいざしらず,",「Aならいざしらず、Bは…」是其固定句型。表示「如果是A那還另當別論，但B的話就…」，用A的特殊性來襯托B的普通性，後句多為不滿、批評或否定的內容。",表示「如果是～的話還情有可原，但是…」。,名詞 + ならいざしらず,こどもなら いざしらず、おとなが そんなことを するのは ゆるせない。,子供ならいざしらず、大人がそんなことをするのは許せない。,要是小孩子的話還另當別論，大人做那種事是不可原諒的。,むかしなら いざしらず、いまどき けいたいでんわを もっていない ひとは めずらしい。,昔ならいざしらず、今どき携帯電話を持っていない人は珍しい。,要是以前的話還不好說，但現今沒有手機的人是很稀有的。
～んばかりだ,",是一種比喻的說法，描述某個狀態或樣子，就好像馬上要發生某個動作一樣，但實際上並沒有發生。",表示「簡直就像要～似的」。,動詞ない形(ない→ん) + ばかりだ<br>※例外：する→せんばかりだ,かれは、「さあ、とびかからんばかり」の いきおいで わたしを にらみつけた。,彼は、「さあ、飛びかからんばかり」の勢いで私をにらみつけた。,他以彷彿馬上就要撲過來的氣勢瞪著我。,えんそうが おわると、かいじょうは われんばかりの はくしゅに つつまれた。,演奏が終わると、会場は割れんばかりの拍手に包まれた。,演奏一結束，會場便被彷彿要震破屋頂般的掌聲所包圍。
～とばかりに,",表示雖然沒有實際說出口，但其態度或行為明確地展現出某種意圖或情感。",表示「就好像在說～一樣地」。,引用・セリフ + とばかりに,かれは「まってました」とばかりに、すぐに しょくじに とびついた。,彼は「待ってました」とばかりに、すぐに食事に飛びついた。,他就好像在說「我等好久了！」一般，立刻撲向了食物。,こどもは「もう がまんできない」とばかりに、おおごえで なきだした。,子供は「もう我慢できない」とばかりに、大声で泣き出した。,孩子像是說著「再也忍不住了！」一樣，放聲大哭起來。
～ともなく・～ともなしに,",用於描述無意識、沒有明確意圖地進行某個動作。常用於「見る」「聞く」「言う」「待つ」等動詞。",表示「無意地～」、「不經意地～」。,動詞(辞書形) + ともなく / ともなしに<br>疑問詞＋(から)＋ともなく,テレビを みるともなく みていたら、なつかしい ゆうじんが うつっていた。,テレビを見るともなく見ていたら、懐かしい友人が映っていた。,無意間看著電視，結果看到了令人懷念的朋友。,どこからともなく、はなの いいかおりが してきた。,どこからともなく、花のいい香りがしてきた。,不知從何處飄來了花朵的芬芳。
～ながらに（して）,",是一種較為古典、書面的表達方式。常用於一些固定片語，如「生まれながらに(天生地)」、「涙ながらに(含淚地)」、「昔ながらの(自古以來的)」。",表示「保持著～的狀態」、「與生俱來地」。,動詞ます形 / 名詞 + ながらに（して）,かのじょは なみだながらに、これまでの くろうを かたった。,彼女は涙ながらに、これまでの苦労を語った。,她含著淚，訴說了至今為止的辛苦。,この まちには、むかしながらの たてものが おおく のこっている。,この町には、昔ながらの建物が多く残っている。,這座城鎮裡仍保留著許多古色古香的建築。
～きらいがある,",用於客觀地指出某人或某事所具有的不好的、負面的傾向或習慣。",表示「有～的（不好）傾向」。,動詞(辞書形) / 名詞の + きらいがある,かれは ものごとを すこし あんいに かんがえすぎる きらいがある。,彼は物事を少し安易に考えすぎるきらいがある。,他有把事情想得太過簡單的傾向。,うちの ぶちょうは、はなしが ながくなる きらいがある。,うちの部長は、話が長くなるきらいがある。,我們部長有說話拖沓的傾向。
～がてら,",與「～ついでに」相似，但「～がてら」更帶有「利用這個機會順便做另一件輕鬆的事」的感覺，前後動作關聯性較高。",表示在做A的同時，也順便做B。「順便～」。,動詞ます形 / 名詞 + がてら,ゆうすずみがてら、きんじょの こうえんを さんぽしましょう。,夕涼みがてら、近所の公園を散歩しましょう。,我們去附近的公園散步，順便乘涼吧。,かいものがてら、としょかんに よって ほんを かえしてきた。,買い物がてら、図書館に寄って本を返してきた。,去購物的同時，順道去了圖書館還書。
～かたがた,",比「～がてら」更為正式的表達。常用於拜訪、問候等場合，表示一個行為同時帶有兩個或以上的目的。",表示「順便兼做～」、「同時也為了～」。,名詞 + かたがた,おれいかたがた、ぶちょうの おたくに うかがいました。,お礼かたがた、部長のお宅に伺いました。,我到部長家登門拜訪，主要是為了道謝。,さんぽかたがた、ゆうじんに おみやげを とどけに いった。,散歩かたがた、友人にお土産を届けに行った。,我去給朋友送伴手禮，順便散了個步。
～かたわら,",與「～ながら」不同，「ながら」指短時間內同時進行的兩個動作；「かたわら」則指在一段較長的時期內，在從事主要活動的同時，也進行另一項活動。",表示在從事主要活動的同時，還進行另一項活動。「一面～，一面～」。,動詞(辞書形) / 名詞の + かたわら,かれは かいしゃいんとして はたらくかたわら、しゅうまつは しょうせつを かいている。,彼は会社員として働くかたわら、週末は小説を書いている。,他在當上班族的同時，也在週末寫小說。,ははは しゅふの しごとの かたわら、ちいきの ボランティアかつどうにも さんかしている。,母は主婦の仕事のかたわら、地域のボランティア活動にも参加している。,我母親除了做家庭主婦的工作外，也參加地區的志工活動。
～ところを,",後項多為表示感謝、道歉、或描述被打擾、被目擊的句子。",表示「正當…的時候（卻…）」，用於引出與前項狀況不符的後續，或在關鍵時刻得到幫助。,動詞(普通形)・い形容詞 + ところを<br>な形容詞な + ところを<br>名詞の + ところを,お いそがしいところを、わざわざ きていただき、ありがとうございます。,お忙しいところを、わざわざ来ていただき、ありがとうございます。,在您百忙之中還特地前來，真是非常感謝。,ねているところを、ともだちに でんわで おこされた。,寝ているところを、友達に電話で起こされた。,我正睡覺的時候，被朋友的電話吵醒了。
～ものを,",表達一種「如果A成立，本該有B這個好結果，但事實卻與之相反」的遺憾、不滿或責備。",表示「（本來）～就好了，但是…」。,動詞・い形容詞(普通形) + ものを<br>な形容詞な + ものを,もっと はやく いえば、てつだってあげたものを。,もっと早く言えば、手伝ってあげたものを。,你要是早點說，我本可以幫你的啊。,しずかにしていれば わからなかったものを、よけいなことを いったばかりに…。,静かにしていれば分からなかったものを、余計なことを言ったばかりに…。,本來安靜待著就沒事的，都怪你多嘴…。
～とはいえ,",前項為既定事實，後項則表達與此事實給人的一般印象不符的狀況。是「～といっても」的書面語。",表示「雖說～，可是～」。,普通形 + とはいえ (名詞・な形容詞不加だ),しがつになったとはいえ、まだ さむいひが つづいている。,四月になったとはいえ、まだ寒い日が続いている。,雖說已經四月了，但寒冷的日子還在持續。,かれは プロのさっかだとはいえ、まだ わかい。,彼はプロの作家だとはいえ、まだ若い。,雖說他是職業作家，但還很年輕。
～といえども,",「～であっても」的書面語、古風表達。後項多伴隨表示義務、決心或不受影響的內容。",表示「即使～也～」、「無論～都～」。,名詞 / 普通形 + といえども,いかなる りゆうが あるといえども、さつじんは ゆるされるべきではない。,いかなる理由があるといえども、殺人は許されるべきではない。,無論有任何理由，殺人都是不應該被原諒的。,せんもんかといえども、みらいのことを かんぜんに よそくすることは できない。,専門家といえども、未来のことを完全に予測することはできない。,即便是專家，也無法完全預測未來的事。
～と思いきや,"とおもいきや,用於描述結果與預想完全相反的情況，表達說話者的意外和驚訝。",表示「原以為～，沒想到卻～」。,普通形 + と思いきや,しけんは かんたんだと おもいきや、おどろくほど むずかしかった。,試験は簡単だと思いきや、驚くほど難しかった。,原以為考試很簡單，沒想到卻難得驚人。,かれは きっと くると おもいきや、けっきょく こなかった。,彼はきっと来ると思いきや、結局来なかった。,我原以為他肯定會來，結果他卻沒來。
～とあれば,",為了前項這個特殊的理由，可以做出平時不會做的、特別的行動。",表示「如果是為了～（這個特殊理由）的話」。,名詞 / 普通形 + とあれば,こどもの こととあれば、どんな ことでもします。,子供のこととあれば、どんなことでもします。,如果是為了孩子的事，我什麼都願意做。,せんだいげんていの グッズが かえるとあれば、あさ はやくから ならぶつもりだ。,仙台限定のグッズが買えるとあれば、朝早くから並ぶつもりだ。,如果能買到仙台限定的周邊商品，我打算一大早就去排隊。
～たら最後・～たが最後,"たらさいご・たがさいご,後項必定是負面的、無法挽回的結果。帶有「一旦做了…就全完了」的強烈語氣。",表示「一旦～，就（完了）」。,動詞た形 + ら最後 / が最後,うちの こどもは いったん あそびにでかけたがさいご、よるまで かえってこない。,うちの子供は一旦遊びに出かけたが最後、夜まで帰ってこない。,我家的孩子一旦出去玩，不到晚上是絕對不回來的。,この ひみつを しられたらさいご、わたしの じんせいは おわりだ。,この秘密を知られたら最後、私の人生は終わりだ。,這個秘密一旦被人知道，我的人生就完了。
～ようでは,",對某種狀態給予負面的評價，並暗示「如果持續這種狀態，將會導致不好的結果」。",表示「要是（處於）～這種狀態的話」。,動詞(ます形/ない形) + ようでは,こんな かんたんな もんだいが わからないようでは、しけんに ごうかくできないだろう。,こんな簡単な問題が分からないようでは、試験に合格できないだろう。,要是連這麼簡單的問題都不懂，那大概考不上試了。,ちいさな しっぱいを いちいち きにするようでは、この しごとは つとまらない。,小さな失敗をいちいち気にするようでは、この仕事は務まらない。,要是連點小失敗都在意，那這份工作是做不來的。
～なしに（は）,",「AなしにB」表示「如果沒有A，就做B」。後項常伴隨否定。",表示「不～就…」。,名詞 / 動詞る形 + なしに（は）,せんせいの きょかなしに、この へやに はいってはいけません。,先生の許可なしに、この部屋に入ってはいけません。,沒有老師的許可，不可以進入這個房間。,なみだなしては きけない かなしい はなしだった。,涙なしには聞けない悲しい話だった。,是個不流淚就聽不下去的悲傷故事。
～なくして（は）,",比「～なしには」語氣更強，更書面。強調前項是後項成立所“不可或缺”的絕對條件。",表示「若是沒有～，就（無法）…」。,名詞 + なくして（は）,みなさまの ごきょうりょくなくしては、この プロジェクトの せいこうは ありえませんでした。,皆様のご協力なくしては、このプロジェクトの成功はありえませんでした。,若是沒有各位的協助，這個企劃案是不可能成功的。,どりょくなくして、せいこうは かちとれない。,努力なくして、成功は勝ち取れない。,沒有努力，就無法贏得成功。
～くらいなら,",用於極端的比較，表示寧願選擇後項，也不願選擇前項。",表示「與其～，還不如～」。,動詞(辞書形) + くらいなら,あんなひとと けっこんするくらいなら、いっしょう どくしんのほうがましだ。,あんな人と結婚するくらいなら、一生独身のほうがましだ。,與其和那種人結婚，還不如一輩子單身。,みじめな おもいを して いきるくらいなら、しんだほうがいい。,惨めな思いをして生きるくらいなら、死んだほうがいい。,與其活得這麼悲慘，還不如死了算了。
～（よ）うと（も）・～（よ）うが,",「～ても」的書面語形式。表示即使前項條件成立，也不影響後項的結果或決心。",表示「即使～也～」、「無論～」。,動詞(意志形) / い形容詞(かろう) / な形容詞・名詞(であろう) + と（も）/ が,たとえ おおあめが ふろうとも、しあいは けっこうします。,たとえ大雨が降ろうとも、試合は決行します。,即使下大雨，比賽也將照常舉行。,まわりが いかに はんたいしようが、わたしは じぶんの いしを つらぬく。,周りが如何に反対しようが、私は自分の意志を貫く。,無論周圍如何反對，我都會貫徹自己的意志。
～（よ）うと～まいと,",通過並列肯定和否定的意志形式，來表示「無論做或不做，結果都一樣」。",表示「無論～還是不～」。,動詞(意志形) + と/が + 同じ動詞のまい形 + と/が,あなたが いこうと いくまいと、わたしは いきます。,あなたが行こうと行くまいと、私は行きます。,無論你去還是不去，我都會去。,あめが ふろうが ふるまいが、イベントは よていどおり おこなわれます。,雨が降ろうが降るまいが、イベントは予定通り行われます。,無論下雨還是不下雨，活動都將按計劃進行。
～であれ,",是「～でも」的書面語形式。",表示「無論是～還是～」。,名詞 / な形容詞 + であれ,せいしゃいんであれ、アルバートであれ、しごとに たいする せきにんは おなじだ。,正社員であれ、アルバイトであれ、仕事に対する責任は同じだ。,無論是正式員工還是兼職員工，對工作的責任都是一樣的。,もんだいが なんであれ、れいせいに たいしょすべきだ。,問題が何であれ、冷静に対処すべきだ。,無論問題是什麼，都應該冷靜應對。
～たところで,",後項多為否定形式，表示即使做了前項的行為，也是徒勞、沒有意義的。",表示「即使～也（沒用）」。,動詞た形 + ところで,いまから あわてて いったところで、もう まにあわないだろう。,今から慌てて行ったところで、もう間に合わないだろう。,就算現在慌忙趕過去，也已經來不及了吧。,なんかい あやまったところで、かれは ゆるしてくれないと おもう。,何回謝ったところで、彼は許してくれないと思う。,我想即使道再多次歉，他也不會原諒我。
～ば～で・～なら～で,",表示「無論在前項的哪種情況下，都會有相應的（多為不好或麻煩的）狀況發生」。",表示「如果～的話，也會有相應的（問題）」。,動詞ば形/い形容詞ければ + その動詞/形容詞 + で<br>な形容詞なら + そのな形容詞 + で,いえは ひろければ ひろいで、そうじが たいへんだ。,家は広ければ広いで、掃除が大変だ。,房子大的話，大也有大的麻煩，打掃起來很辛苦。,おかねは あれば あったで つかってしまうし、なければ ないで こまる。,お金はあればあったで使ってしまうし、なければないで困る。,錢這個東西，有的話就會花掉，沒有的話又很傷腦筋。
～べく,",古風、書面的表達方式。後項不能是請求、命令、勸誘等。",表示「為了～」。,動詞(辞書形) + べく (する→するべく/すべく),かれは プロのサッカーせんしゅに なるべく、まいにち きびしい れんしゅうを つづけている。,彼はプロのサッカー選手になるべく、毎日厳しい練習を続けている。,他為了成為職業足球選手，每天持續著嚴格的訓練。,じけんの しんそうを あきらかにすべく、ちょうさが はじめられた。,事件の真相を明らかにすべく、調査が始められた。,為了查明事件的真相，調查開始了。
